file,phase,condition,model,question_id,repeat_idx,hop_diameter,gold_has_disp,step1_status,n_merge,code
llama_after_baseline,after,baseline,llama,91,0,0,False,ok,3.0,"import pandas as pd

def compute_unemployment_ratio_feature():
    # Merge client and account tables by client_id and account_id
    client_account = pd.merge(client, account, left_on='client_id', right_on='account_id')

    # Merge client_account with district table by district_id
    client_account_district = pd.merge(client_account, district, left_on='district_id', right_on='district_id')

    # Merge client_account_district with loan table by account_id
    client_account_district_loan = pd.merge(client_account_district, loan, left_on='account_id', right_on='account_id')

    # Compute unemployment ratio for 1995 and 1996
    client_account_district_loan['year'] = pd.to_datetime(client_account_district_loan['date']).dt.year
    unemployment_ratio_1995 = client_account_district_loan[client_account_district_loan['year'] == 1995][['A12']].mean()
    unemployment_ratio_1996 = client_account_district_loan[client_account_district_loan['year'] == 1996][['A12']].mean()

    # Compare the two ratios
    ratio_diff = unemployment_ratio_1996 - unemployment_ratio_1995

    return ratio_diff"
llama_after_baseline,after,baseline,llama,91,1,0,False,ok,2.0,"import pandas as pd

def compute_unemployment_ratio_feature():
    # Merge client and account tables on client_id and account_id
    merged = pd.merge(client, account, left_on='client_id', right_on='account_id')

    # Merge merged with district table on district_id
    merged = pd.merge(merged, district, left_on='district_id', right_on='district_id')

    # Compute unemployment ratio for 1995 and 1996
    merged['year'] = merged['date'].dt.year
    merged['unemployment_ratio'] = merged.apply(lambda row: compute_unemployment_ratio(row['A2'], row['A3'], row['A4'], row['A5'], row['A6'], row['A7'], row['A8'], row['A9'], row['A10'], row['A11'], row['A12'], row['A13'], row['A14'], row['A15'], row['A16'], row['year']), axis=1)

    # Compute average unemployment ratio for 1995 and 1996
    avg_1995 = merged[merged['year'] == 1995]['unemployment_ratio'].mean()
    avg_1996 = merged[merged['year'] == 1996]['unemployment_ratio'].mean()

    # Return the feature answering the question
    return avg_1995 > avg_1996

def compute_unemployment_ratio(A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14, A15, A16, year):
    # Compute unemployment ratio based on some assumption
    # For demonstration purposes, assume unemployment ratio is computed based on some assumption
    if year == 1995:
        return (A2 + A3 + A4 + A5 + A6 + A7 + A8 + A9 + A10 + A11 + A12 + A13 + A14 + A15 + A16) / 15
    elif year == 1996:
        return (A2 + A3 + A4 + A5 + A6 + A7 + A8 + A9 + A10 + A11 + A12 + A13 + A14 + A15 + A16) / 15
    else:
        return None"
llama_after_baseline,after,baseline,llama,91,2,0,False,parse_fail,,"import pandas as pd

def compute_unemployment_ratio_feature():
    # Load data
    account = pd.read_csv('account.csv', index_col=0, parse_dates=['date'])
    client = pd.read_csv('client.csv', index_col=0)
    district = pd.read_csv('district.csv', index_col=0)
    loan = pd.read_csv('loan.csv', index_col=0, parse_dates=['date'])
    order = pd.read_csv('order.csv', index_col=0, parse_dates=['date'])
    trans = pd.read_csv('trans.csv', index_col=0, parse_dates=['date'])

    # Compute unemployment ratio
    unemployment_ratio_1995 = (account[account['date'].dt.year == 1995].shape[0] - 
                                account[account['date'].dt.year == 1995].shape[0] / 
                                district.shape[0] * district.shape[0]) / 
                                district.shape[0]
                               if account.shape[0] > 0 else 0
    
    unemployment_ratio_1996 = (account[account['date'].dt.year == 1996].shape[0] - 
                                account[account['date'].dt.year == 1996].shape[0] / 
                                district.shape[0] * district.shape[0]) / 
                                district.shape[0]
                               if account.shape[0] > 0 else 0
    
    # Create feature DataFrame
    feature_df = pd.DataFrame({'unemployment_ratio_1995': [unemployment_ratio_1995],
                                'unemployment_ratio_1996': [unemployment_ratio_1996]})
    
    # Compute average unemployment ratio
    avg_unemployment_ratio = (feature_df['unemployment_ratio_1995'] + 
                              feature_df['unemployment_ratio_1996']) / 2
    
    # Determine which year has higher average unemployment ratio
    higher_year = '1995' if avg_unemployment_ratio > 0.5 else '1996'
    
    # Output result
    return higher_year"
llama_after_baseline,after,baseline,llama,91,3,0,False,ok,2.0,"import pandas as pd

def compute_unemployment_ratio_feature():
    # Compute unemployment ratio for 1995
    trans_1995 = trans[trans['date'].str.startswith('1995')]
    trans_1995['unemployment_ratio'] = 1 - (trans_1995['balance'] / trans_1995['amount'])
    
    # Compute unemployment ratio for 1996
    trans_1996 = trans[trans['date'].str.startswith('1996')]
    trans_1996['unemployment_ratio'] = 1 - (trans_1996['balance'] / trans_1996['amount'])
    
    # Merge with district data to get A2 values
    trans_1995 = pd.merge(trans_1995, district, left_on='A2', right_on='A2', how='left')
    trans_1996 = pd.merge(trans_1996, district, left_on='A2', right_on='A2', how='left')
    
    # Compute average unemployment ratio
    avg_1995 = trans_1995.groupby('A2')['unemployment_ratio'].mean().mean()
    avg_1996 = trans_1996.groupby('A2')['unemployment_ratio'].mean().mean()
    
    # Determine which year has higher average unemployment ratio
    feature = avg_1996 > avg_1995
    
    return feature"
llama_after_baseline,after,baseline,llama,91,4,0,False,ok,1.0,"import pandas as pd

def compute_unemployment_ratio():
    # Merge tables to get required data
    merged = pd.merge(district, trans, left_on='district_id', right_on='account_id')
    
    # Filter data for 1995 and 1996
    merged_1995 = merged[merged['date'].str.contains('1995')]
    merged_1996 = merged[merged['date'].str.contains('1996')]
    
    # Compute unemployment ratio
    merged_1995['unemployment_ratio'] = merged_1995['A2'] / merged_1995['A1']
    merged_1996['unemployment_ratio'] = merged_1996['A2'] / merged_1996['A1']
    
    # Compute average unemployment ratio
    avg_1995 = merged_1995['unemployment_ratio'].mean()
    avg_1996 = merged_1996['unemployment_ratio'].mean()
    
    # Return result
    return pd.DataFrame({'avg_1995': avg_1995, 'avg_1996': avg_1996})"
llama_after_baseline,after,baseline,llama,92,0,1,False,ok,2.0,"import pandas as pd

def compute_feature():
    # Merge client and district tables on district_id
    merged = pd.merge(client, district, left_on='district_id', right_on='district_id')

    # Merge with account table to get frequency
    merged = pd.merge(merged, account, left_on='account_id', right_on='account_id')

    # Compute average salary for females
    merged['salary'] = merged['A6'] * 1000  # Convert A6 to numeric and multiply by 1000
    female_avg_salary = merged[(merged['gender'] == 'F') & (merged['frequency'] == 'M')]['salary'].mean()

    # Filter districts with female average salary between 6000 and 10000
    filtered_districts = merged[(merged['gender'] == 'F') & (merged['frequency'] == 'M')]

    # Count unique districts
    count = filtered_districts['district_id'].nunique()

    return count"
llama_after_baseline,after,baseline,llama,92,1,1,False,ok,3.0,"import pandas as pd

def compute_feature():
    # Merge client and account tables on client_id and account_id
    merged = pd.merge(client, account, left_on='client_id', right_on='account_id')
    
    # Merge with district table on district_id
    merged = pd.merge(merged, district, left_on='district_id', right_on='district_id')
    
    # Merge with client table again to get gender
    merged = pd.merge(merged, client, left_on='client_id', right_on='client_id')
    
    # Compute average salary by district
    merged['salary'] = merged['A2'] * 100 + merged['A3'] * 10 + merged['A4']
    merged['average_salary'] = merged.groupby('district_id')['salary'].transform(lambda x: x.mean())
    merged['gender'] = merged['gender']
    
    # Filter to female average salary between 6000 and 10000
    result = merged[(merged['gender'] == 'F') & (merged['average_salary'] > 6000) & (merged['average_salary'] < 10000)]
    
    # Return count of districts
    return len(result['district_id'].unique())"
llama_after_baseline,after,baseline,llama,92,2,1,False,ok,2.0,"import pandas as pd

def compute_districts_feature(client, district, loan):
    # Merge client and district tables based on district_id
    merged = pd.merge(client, district, left_on='district_id', right_on='district_id', suffixes=('_client', '_district'))
    
    # Merge with loan table to get average salary
    merged = pd.merge(merged, loan, left_on='account_id', right_on='account_id', suffixes=('_client', '_loan'))
    
    # Compute average salary
    merged['avg_salary'] = merged['A2'] + merged['A3'] + merged['A4'] + merged['A5'] + merged['A6'] + merged['A7'] + merged['A8'] + merged['A9'] + merged['A10'] + merged['A11'] + merged['A12'] + merged['A13'] + merged['A14'] + merged['A15'] + merged['A16']
    
    # Filter for female average salary
    merged = merged[merged['gender'] == 'F']
    
    # Filter for average salary between 6000 and 10000
    merged = merged[(merged['avg_salary'] > 6000) & (merged['avg_salary'] < 10000)]
    
    # Return the number of districts
    return merged['district_id'].nunique()"
llama_after_baseline,after,baseline,llama,92,3,1,False,ok,2.0,"import pandas as pd

def compute_districts_feature(client, district, account):
    # Merge client and district tables
    merged = pd.merge(client, district, left_on='district_id', right_on='district_id')
    
    # Merge with account table to get average salary
    merged = pd.merge(merged, account, left_on='account_id', right_on='account_id')
    
    # Compute average salary
    merged['avg_salary'] = merged['balance'].rolling(12).mean()
    
    # Filter female clients with average salary in range
    filtered = merged[(merged['gender'] == 'F') & (merged['avg_salary'] > 6000) & (merged['avg_salary'] < 10000)]
    
    # Count unique districts
    result = filtered['district_id'].nunique()
    
    return result"
llama_after_baseline,after,baseline,llama,92,4,1,False,ok,5.0,"import pandas as pd

def compute_feature():
    # Merge client and account tables on client_id and account_id
    merged = pd.merge(client, account, left_on='client_id', right_on='account_id')
    
    # Merge with district table on district_id
    merged = pd.merge(merged, district, left_on='district_id', right_on='district_id')
    
    # Merge with client table on client_id to get gender
    merged = pd.merge(merged, client, left_on='client_id', right_on='client_id')
    
    # Merge with card table on disp_id to get card type
    merged = pd.merge(merged, card, left_on='disp_id', right_on='disp_id')
    
    # Compute average salary by district
    merged['salary'] = merged['A10'] * 1000 + merged['A11'] * 100 + merged['A12'] * 10 + merged['A13']
    avg_salary = merged.groupby('district_id')['salary'].mean().reset_index()
    
    # Compute feature
    feature = avg_salary.merge(client, left_on='district_id', right_on='district_id')
    feature = feature[feature['gender'] == 'Female']
    feature = feature[(feature['salary'] > 6000) & (feature['salary'] < 10000)]
    
    return feature.shape[0]"
llama_after_baseline,after,baseline,llama,93,0,1,False,ok,2.0,"import pandas as pd

def compute_feature(client, district, account):
    # Merge client and district tables
    merged = pd.merge(client, district, left_on='district_id', right_on='district_id', suffixes=('_client', '_district'))

    # Merge with account table
    merged = pd.merge(merged, account, left_on='account_id', right_on='account_id', suffixes=('_merged', '_account'))

    # Filter for male customers
    merged = merged[merged['gender'] == 'male']

    # Filter for North Bohemia district
    merged = merged[merged['A2'] == 'North Bohemia']

    # Compute average salary
    merged['average_salary'] = merged['A8'] / merged['A7']

    # Filter for average salary greater than 8000
    result = merged[merged['average_salary'] > 8000]

    return result"
llama_after_baseline,after,baseline,llama,93,1,1,False,ok,2.0,"import pandas as pd

def compute_feature(client, district, account):
    # Merge client and district tables
    merged = pd.merge(client, district, left_on='district_id', right_on='district_id')
    
    # Merge with account table
    merged = pd.merge(merged, account, left_on='account_id', right_on='account_id')
    
    # Compute average salary
    merged['avg_salary'] = merged['A8'] / merged['A7'] * 12
    
    # Filter for male customers living in North Bohemia
    filtered = merged[(merged['gender'] == 'male') & (merged['A2'] == 'North Bohemia') & (merged['avg_salary'] > 8000)]
    
    # Return the feature as a pandas Series
    return pd.Series(filtered.shape[0], name='feature')"
llama_after_baseline,after,baseline,llama,93,2,1,False,ok,2.0,"import pandas as pd

def compute_feature(client, district, account):
    # Merge client and district tables on district_id
    merged_client_district = pd.merge(client, district, left_on='district_id', right_on='district_id', suffixes=('_client', '_district'))

    # Merge merged table with account table on account_id
    merged_client_district_account = pd.merge(merged_client_district, account, left_on='account_id', right_on='account_id', suffixes=('_client', '_account'))

    # Filter for male customers
    male_customers = merged_client_district_account[merged_client_district_account['gender'] == 'Male']

    # Filter for customers living in North Bohemia
    north_bohemia_customers = male_customers[male_customers['A2'] == 'North Bohemia']

    # Compute average salary
    average_salary = north_bohemia_customers['A8'].mean()

    # Filter for customers with average salary greater than 8000
    feature = north_bohemia_customers[north_bohemia_customers['A8'] > 8000]

    return feature.shape[0]"
llama_after_baseline,after,baseline,llama,93,3,1,False,ok,2.0,"import pandas as pd

def compute_feature(client, district, account):
    # Merge client and district tables on district_id
    merged_client_district = pd.merge(client, district, left_on='district_id', right_on='district_id', suffixes=('_client', '_district'))

    # Merge merged result with account table on account_id
    merged_client_district_account = pd.merge(merged_client_district, account, left_on='account_id', right_on='account_id', suffixes=('_client', '_account'))

    # Compute average salary
    merged_client_district_account['average_salary'] = merged_client_district_account['A10'] / merged_client_district_account['A8']

    # Filter for male customers living in North Bohemia
    result = merged_client_district_account[
        (merged_client_district_account['gender'] == 'male') &
        (merged_client_district_account['A2'] == 'North Bohemia') &
        (merged_client_district_account['average_salary'] > 8000)
    ]

    return result"
llama_after_baseline,after,baseline,llama,93,4,1,False,ok,2.0,"import pandas as pd

def compute_feature():
    # Merge client and district tables
    merged = pd.merge(client, district, left_on='district_id', right_on='district_id', suffixes=('_client', '_district'))

    # Merge with account table
    merged = pd.merge(merged, account, left_on='account_id', right_on='account_id', suffixes=('_client', '_account'))

    # Filter for male clients
    merged = merged[merged['gender'] == 'M']

    # Filter for North Bohemia
    north_bohemia = merged[merged['A2'] == 'North Bohemia']
    merged = north_bohemia

    # Compute average salary
    merged['average_salary'] = merged['A8'] + merged['A9'] + merged['A10'] + merged['A11'] + merged['A12']

    # Filter for average salary greater than 8000
    result = merged[merged['average_salary'] > 8000]

    return result"
llama_after_baseline,after,baseline,llama,94,0,3,True,ok,2.0,"import pandas as pd

def compute_feature(client, district, account, loan):
    # Merge client and district to get average salary by client_id
    merged_client_district = pd.merge(client, district, left_on='district_id', right_on='district_id', suffixes=('_client', '_district'))
    
    # Calculate average salary by client_id
    merged_client_district['average_salary'] = merged_client_district['A2'] / merged_client_district['A11']
    
    # Get the client_id with the lowest average salary
    lowest_average_salary_client = merged_client_district.loc[merged_client_district['average_salary'].idxmin()]
    
    # Get the account number of the oldest female client with the lowest average salary
    oldest_female_client_account = pd.merge(lowest_average_salary_client, account, left_on='client_id', right_on='client_id', suffixes=('_client', '_account'))
    
    # Get the oldest female client
    oldest_female_client = oldest_female_client_account.loc[oldest_female_client_account['age'].idxmax()]
    
    # Get the account number of the oldest female client
    account_number = oldest_female_client['account_id']
    
    # Get the average salary of the oldest female client
    lowest_average_salary = oldest_female_client['average_salary']
    
    # Get the highest average salary
    highest_average_salary = merged_client_district['average_salary'].max()
    
    # Calculate the gap between the lowest and highest average salary
    gap = highest_average_salary - lowest_average_salary
    
    return account_number, lowest_average_salary, gap"
llama_after_baseline,after,baseline,llama,94,1,3,True,ok,3.0,"import pandas as pd

def compute_feature(client, account, district, loan):
    # Merge client and account tables
    merged = pd.merge(client, account, left_on='client_id', right_on='account_id')

    # Merge with district table
    merged = pd.merge(merged, district, left_on='district_id', right_on='district_id')

    # Calculate average salary by client
    merged['avg_salary'] = merged['A2'] / merged['A11']

    # Group by gender and calculate min and max average salary
    group = merged.groupby('gender')['avg_salary'].agg(['min', 'max']).reset_index()

    # Get female client with lowest average salary
    female_lowest_avg_salary = group[group['gender'] == 'F'].loc[group['min'] == group['min'].min()]

    # Merge with merged table to get account numbers
    result = pd.merge(female_lowest_avg_salary, merged, left_on='min', right_on='avg_salary')

    # Calculate gap between lowest and highest average salary
    result['gap'] = result['max'] - result['min']

    # Return account numbers of female clients who are oldest and has lowest average salary
    return result[['account_id', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'A16', 'gap']]

print(compute_feature(client, account, district, loan))"
llama_after_baseline,after,baseline,llama,94,2,3,True,ok,1.0,"import pandas as pd

def compute_feature(client, account, district, loan):
    # Merge client and district to get average salary
    merged = pd.merge(client, district, left_on='district_id', right_on='district_id', suffixes=('_client', '_district'))

    # Calculate average salary
    merged['average_salary'] = merged['A2'] + merged['A3'] * 10 + merged['A4'] * 100 + merged['A5'] * 1000 + merged['A6'] * 10000 + merged['A7'] * 100000 + merged['A8'] * 1000000 + merged['A9'] * 10000000 + merged['A10'] * 100000000 + merged['A11'] * 1000000000 + merged['A12'] * 10000000000 + merged['A13'] * 100000000000 + merged['A14'] * 1000000000000 + merged['A15'] * 10000000000000 + merged['A16'] * 100000000000000

    # Filter female clients
    female = merged[merged['gender'] == 'F']

    # Get account numbers of oldest female client
    oldest_female = female.sort_values('birth_date').iloc[-1]

    # Get account numbers of female clients who are oldest
    oldest_accounts = female[female['birth_date'] == oldest_female['birth_date']]

    # Calculate average salary of oldest female client
    oldest_avg_salary = oldest_female['average_salary'].values[0]

    # Get account numbers of youngest female client
    youngest_female = female.sort_values('birth_date').iloc[0]

    # Get account numbers of female clients who are youngest
    youngest_accounts = female[female['birth_date'] == youngest_female['birth_date']]

    # Calculate average salary of youngest female client
    youngest_avg_salary = youngest_female['average_salary'].values[0]

    # Calculate gap between lowest and highest average salary
    gap = oldest_avg_salary - youngest_avg_salary

    return oldest_accounts['account_id'].values, gap"
llama_after_baseline,after,baseline,llama,94,3,3,True,ok,2.0,"import pandas as pd

def compute_feature(client, district, account, loan, order, trans):
    # Merge client and district tables to get average salary
    client_district = pd.merge(client, district, left_on='district_id', right_on='district_id', suffixes=('_client', '_district'))
    
    # Compute average salary
    client_district['average_salary'] = client_district['A9'] / client_district['A8']
    
    # Compute the gap between the lowest and highest average salary
    gap = client_district['average_salary'].max() - client_district['average_salary'].min()
    
    # Filter female clients who are oldest
    oldest_female = client_district[client_district['A2'] == 2][client_district['A3'] == 0]
    
    # Compute feature: list of account numbers
    feature = pd.merge(oldest_female, account, left_on='client_id', right_on='client_id')
    
    # Select only the account numbers
    feature = feature[['account_id']]
    
    # Compute the gap feature
    feature['gap'] = gap
    
    return feature"
