question_id,question,hop_diameter,repeat_idx,response,step1_status,n_merge,used_tables_debug,step2_status,step2_result,step3_avoidance,step3_overjoin_tag,step4_label,step4_result,step4_gold,gold_has_disp
91,"The average unemployment ratio of 1995 and 1996, which one has higher percentage?",0,0,"```python
import pandas as pd

def compute_unemployment_ratio(df):
    # Extract unemployment ratio for 1995 and 1996
    df_1995 = df[df['A6'] == 1995][['A6', 'A8']]
    df_1996 = df[df['A6'] == 1996][['A6', 'A8']]

    # Calculate average unemployment ratio
    avg_1995 = df_1995['A8'].mean()
    avg_1996 = df_1996['A8'].mean()

    # Determine which year has a higher average unemployment ratio
    if avg_1995 > avg_1996:
        return '1995'
    elif avg_1996 > avg_1995:
        return '1996'
    else:
        return 'Both years have the same average unemployment ratio'

# Example usage
df = pd.read_csv('district.csv')
result = compute_unemployment_ratio(df)
print(result)
```",,0,['district'],call_error: 'A6',,,,,,,
91,"The average unemployment ratio of 1995 and 1996, which one has higher percentage?",0,1,"```python
import pandas as pd

def avg_unemployment_ratio(df):
    df_95 = df[df['A2'] == '1995']
    df_96 = df[df['A2'] == '1996']

    avg_ratio_95 = df_95['A8'].astype(float).mean()
    avg_ratio_96 = df_96['A8'].astype(float).mean()

    return pd.DataFrame({'avg_ratio_95': [avg_ratio_95], 'avg_ratio_96': [avg_ratio_96]})
```",,0,[],call_error: 'A8',,,,,,,
91,"The average unemployment ratio of 1995 and 1996, which one has higher percentage?",0,2,"```python
import pandas as pd

def compute_unemployment_ratio(df):
    # Extract relevant columns
    df = df[['A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'A16']]

    # Assume A2 and A3 are the unemployment ratios of 1995 and 1996 respectively
    df['avg_unemployment_ratio_95'] = (df['A2'] + df['A3']) / 2
    df['avg_unemployment_ratio_96'] = (df['A2'] + df['A3']) / 2

    # Compute the percentage of the average unemployment ratio of 1995 being higher
    df['higher_in_95'] = (df['avg_unemployment_ratio_95'] > df['avg_unemployment_ratio_96']).astype(int)

    return df
```",,0,[],"call_error: ""['A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'A16'] not in index""",,,,,,,
91,"The average unemployment ratio of 1995 and 1996, which one has higher percentage?",0,3,"```python
import pandas as pd

def unemployment_ratio_average(df):
    # Filter the years
    df_1995 = df[df['A6'] == 1995]
    df_1996 = df[df['A6'] == 1996]

    # Calculate the average unemployment ratio
    avg_1995 = df_1995['A15'].mean()
    avg_1996 = df_1996['A15'].mean()

    # Compare the averages
    if avg_1995 > avg_1996:
        return '1995'
    elif avg_1996 > avg_1995:
        return '1996'
    else:
        return 'Both years have the same average unemployment ratio'

# Example usage:
# df = pd.read_csv('district_data.csv')
# print(unemployment_ratio_average(df))
```",,0,['district'],call_error: 'A6',,,,,,,
91,"The average unemployment ratio of 1995 and 1996, which one has higher percentage?",0,4,"```python
import pandas as pd

def compute_unemployment_ratio(df):
    # Filter the data for the years 1995 and 1996
    df_1995 = df[df['A2'] == 1995]
    df_1996 = df[df['A2'] == 1996]

    # Compute the unemployment ratio for each year
    df_1995['unemployment_ratio'] = df_1995['A6'] / (df_1995['A7'] + df_1995['A6'])
    df_1996['unemployment_ratio'] = df_1996['A6'] / (df_1996['A7'] + df_1996['A6'])

    # Compute the average unemployment ratio for each year
    avg_unemployment_ratio_1995 = df_1995['unemployment_ratio'].mean()
    avg_unemployment_ratio_1996 = df_1996['unemployment_ratio'].mean()

    # Determine which year has a higher average unemployment ratio
    if avg_unemployment_ratio_1995 > avg_unemployment_ratio_1996:
        return '1995'
    elif avg_unemployment_ratio_1996 > avg_unemployment_ratio_1995:
        return '1996'
    else:
        return 'Both years have the same average unemployment ratio'

# Example usage
df = pd.read_csv('district.csv')
result = compute_unemployment_ratio(df)
print(result)
```",,0,['district'],call_error: 'A6',,,,,,,
92,List out the no. of districts that have female average salary is more than 6000 but less than 10000?,1,0,"```python
import pandas as pd

def female_avg_salary_districts(client, district):
    # Merge client and district DataFrames based on district_id
    merged_df = pd.merge(client, district, on='district_id')

    # Calculate average salary for female clients
    female_avg_salary = merged_df[merged_df['gender'] == 'Female']['A16'].mean()

    # Filter districts where female average salary is more than 6000 but less than 10000
    filtered_districts = district[(district['A16'] > 6000) & (district['A16'] < 10000)]

    # Return number of districts meeting the condition
    return filtered_districts['district_id'].nunique()
```",,1,"['client', 'district']",,5,False,False,semantic,5,[[69]],False
92,List out the no. of districts that have female average salary is more than 6000 but less than 10000?,1,1,"```python
import pandas as pd

def count_districts_with_female_avg_salary(df_client, df_district):
    # Merge client and district DataFrames
    merged_df = pd.merge(df_client, df_district, on='district_id')
    
    # Calculate average salary for female clients
    merged_df['avg_salary'] = merged_df.apply(lambda row: row['A2'] + row['A3'] + row['A4'] + row['A5'] + row['A6'] + row['A7'] + row['A8'] + row['A9'] + row['A10'] + row['A11'] + row['A12'] + row['A13'] + row['A14'] + row['A15'] + row['A16'], axis=1) / 16
    merged_df['is_female'] = merged_df['gender'] == 'F'
    
    # Filter female clients with average salary between 6000 and 10000
    filtered_df = merged_df[(merged_df['is_female'] == True) & (merged_df['avg_salary'] > 6000) & (merged_df['avg_salary'] < 10000)]
    
    # Count unique districts
    district_count = filtered_df['district_id'].nunique()
    
    return district_count
```",,1,"['client', 'district']","call_error: can only concatenate str (not ""int"") to str",,,,,,,
92,List out the no. of districts that have female average salary is more than 6000 but less than 10000?,1,2,"```python
import pandas as pd

def compute_districts(df_client, df_district):
    # Merge client and district data
    df_client_district = pd.merge(df_client, df_district, on='district_id')

    # Calculate average salary for female clients
    df_client_district['birth_date'] = pd.to_datetime(df_client_district['birth_date'])
    df_client_district['age'] = (pd.Timestamp('today') - df_client_district['birth_date']).dt.days / 365
    df_client_district['salary'] = df_client_district['age'] * 100

    df_avg_salary_female = df_client_district[df_client_district['gender'] == 'F'].groupby('district_id')['salary'].mean().reset_index()

    # Filter districts with average salary between 6000 and 10000
    result = df_avg_salary_female[(df_avg_salary_female['salary'] > 6000) & (df_avg_salary_female['salary'] < 10000)]

    # Return the count of districts
    return result.shape[0]
```",,1,"['client', 'district']",,77,False,False,semantic,77,[[69]],False
92,List out the no. of districts that have female average salary is more than 6000 but less than 10000?,1,3,"```python
import pandas as pd

def count_districts(client, district):
    # Merge client and district DataFrames based on district_id
    merged_df = pd.merge(client, district, on='district_id')

    # Convert birth_date to datetime and calculate age
    merged_df['birth_date'] = pd.to_datetime(merged_df['birth_date'])
    merged_df['age'] = (pd.Timestamp('today') - merged_df['birth_date']).dt.days // 365

    # Calculate average salary for each district
    district_avg_salary = merged_df.groupby('district_id')['age'].mean().reset_index()

    # Merge average salary with district DataFrame
    merged_avg_salary = pd.merge(district, district_avg_salary, on='district_id')

    # Filter districts with female average salary between 6000 and 10000
    filtered_districts = merged_avg_salary[(merged_avg_salary['gender'] == 'F') & 
                                             (merged_avg_salary['A2'] > 6000) & 
                                             (merged_avg_salary['A2'] < 10000)]

    # Return the number of districts
    return len(filtered_districts['district_id'].unique())

# Example usage:
# client = pd.DataFrame(...)  # assuming client DataFrame is loaded
# district = pd.DataFrame(...)  # assuming district DataFrame is loaded

# print(count_districts(client, district))
```",,2,"['client', 'district']",call_error: 'gender',,,,,,,
92,List out the no. of districts that have female average salary is more than 6000 but less than 10000?,1,4,"```python
import pandas as pd

def female_salary_districts(client, district):
    # Merge client and district tables based on client's district_id
    merged_df = pd.merge(client, district, left_on='district_id', right_on='district_id')
    
    # Calculate average salary for female clients
    merged_df['salary'] = merged_df['A2'] + merged_df['A3'] + merged_df['A4'] + merged_df['A5'] + merged_df['A6'] + merged_df['A7'] + merged_df['A8'] + merged_df['A9'] + merged_df['A10'] + merged_df['A11'] + merged_df['A12'] + merged_df['A13'] + merged_df['A14'] + merged_df['A15'] + merged_df['A16']
    female_avg_salary = merged_df[merged_df['gender'] == 'F']['salary'].mean()
    
    # Filter districts with average female salary between 6000 and 10000
    filtered_df = district[(district['A2'] + district['A3'] + district['A4'] + district['A5'] + district['A6'] + district['A7'] + district['A8'] + district['A9'] + district['A10'] + district['A11'] + district['A12'] + district['A13'] + district['A14'] + district['A15'] + district['A16']) > 6000] 
    filtered_df = filtered_df[(filtered_df['A2'] + filtered_df['A3'] + filtered_df['A4'] + filtered_df['A5'] + filtered_df['A6'] + filtered_df['A7'] + filtered_df['A8'] + filtered_df['A9'] + filtered_df['A10'] + filtered_df['A11'] + filtered_df['A12'] + filtered_df['A13'] + filtered_df['A14'] + filtered_df['A15'] + filtered_df['A16']) < 10000]
    
    # Count the number of districts
    count = filtered_df.shape[0]
    
    return count
```

```python
# Usage
female_salary_districts(client, district)
```
Please replace `client` and `district` with your actual DataFrames.",,1,"['client', 'district']","call_error: can only concatenate str (not ""int"") to str",,,,,,,
93,How many male customers who are living in North Bohemia have average salary greater than 8000?,1,0,"```python
import pandas as pd

def count_male_customers_in_north_bohemia(df_client, df_district):
    # Filter clients who are male
    male_clients = df_client[df_client['gender'] == 'male']
    
    # Filter clients living in North Bohemia
    north_bohemia_clients = male_clients[male_clients['district_id'].isin(df_district[df_district['A2'] > 0]['district_id'])]
    
    # Filter clients with average salary greater than 8000
    average_salary = df_client.groupby('district_id')['client_id'].count().rename('count').join(df_district.set_index('district_id'), on='district_id')
    north_bohemia_avg_salary = north_bohemia_clients.groupby('district_id')['client_id'].count().rename('count')
    avg_salary_greater_than_8000 = north_bohemia_avg_salary[north_bohemia_avg_salary.index.isin(average_salary[average_salary['count'] > 8000].index)]
    
    # Count the number of clients
    result = avg_salary_greater_than_8000['count'].sum()
    
    return result
```",,1,"['client', 'district']",call_error: '>' not supported between instances of 'str' and 'int',,,,,,,
93,How many male customers who are living in North Bohemia have average salary greater than 8000?,1,1,"```python
import pandas as pd

def compute_feature(df_client, df_district):
    # Filter clients who are male
    male_clients = df_client[df_client['gender'] == 'Male']

    # Filter clients from North Bohemia
    north_bohemia_districts = df_district[df_district['A2'] == 'North Bohemia']
    male_clients_district = male_clients.merge(north_bohemia_districts, left_on='district_id', right_on='district_id')

    # Filter clients with average salary greater than 8000
    average_salary = male_clients_district.groupby('client_id')['A2'].transform(lambda x: (x != 'North Bohemia').mean())
    male_clients_salary = male_clients_district[average_salary > 0.5]

    # Compute feature
    feature = male_clients_salary.groupby('client_id')['A2'].count().reset_index()
    feature.columns = ['client_id', 'count']

    return feature
```",,1,"['client', 'district', 'trans']",,"Empty DataFrame
Columns: [client_id, count]
Index: []",False,False,semantic,"Empty DataFrame
Columns: [client_id, count]
Index: []",[[280]],False
93,How many male customers who are living in North Bohemia have average salary greater than 8000?,1,2,"```python
import pandas as pd

def compute_feature(client_df, district_df):
    # Filter clients who are male
    male_clients = client_df[client_df['gender'] == 'male']

    # Filter districts in North Bohemia
    north_bohemia_districts = district_df[(district_df['A1'] == 'North Bohemia')]

    # Merge client and district data on district_id
    merged_data = pd.merge(male_clients, north_bohemia_districts, on='district_id')

    # Filter clients with average salary greater than 8000
    result = merged_data[merged_data['A2'] > 8000]

    return result.shape[0]
```

This function computes the feature by first filtering the male clients, then filtering the districts in North Bohemia, merging the data, and finally filtering the clients with average salary greater than 8000. The function returns the number of such clients.",,1,"['client', 'district']",call_error: 'A1',,,,,,,
93,How many male customers who are living in North Bohemia have average salary greater than 8000?,1,3,"```python
import pandas as pd

def count_male_customers(df_client, df_district):
    # Filter clients by gender
    male_clients = df_client[df_client['gender'] == 'male']
    
    # Filter districts by region (assuming A2 is a region identifier)
    north_bohemia_districts = df_district[df_district['A2'] == 'North Bohemia']
    
    # Merge client and district DataFrames
    merged_df = pd.merge(male_clients, north_bohemia_districts, left_on='district_id', right_on='district_id')
    
    # Calculate average salary
    merged_df['average_salary'] = merged_df['A8'] + merged_df['A9'] + merged_df['A10'] + merged_df['A11'] + merged_df['A12'] + merged_df['A13'] + merged_df['A14'] + merged_df['A15'] + merged_df['A16']
    
    # Filter clients by average salary
    filtered_df = merged_df[merged_df['average_salary'] > 8000]
    
    # Count the number of clients
    count = filtered_df.shape[0]
    
    return count
```

```python
# Example usage:
count = count_male_customers(df_client, df_district)
print(count)
```",,1,"['client', 'district']",,0,False,False,semantic,0,[[280]],False
93,How many male customers who are living in North Bohemia have average salary greater than 8000?,1,4,"```python
import pandas as pd

def count_male_customers_in_north_bohemia(df_client, df_district):
    # Filter clients who are male
    male_clients = df_client[df_client['gender'] == 'male']

    # Filter districts in North Bohemia
    north_bohemia_districts = df_district[df_district['A2'] > 0]

    # Merge client and district data on district_id
    merged_data = pd.merge(male_clients, north_bohemia_districts, on='district_id')

    # Filter clients who live in North Bohemia
    clients_in_north_bohemia = merged_data

    # Filter clients with average salary greater than 8000
    result = clients_in_north_bohemia[clients_in_north_bohemia['A8'] > 8000]

    # Return the count of such clients
    return result.shape[0]
```

```python
# Usage
count_male_customers_in_north_bohemia(df_client, df_district)
```

Note: This code assumes that the average salary is stored in column 'A8' of the 'district' DataFrame. If this is not the case, you need to adjust the code accordingly.",,1,"['client', 'district']",call_error: '>' not supported between instances of 'str' and 'int',,,,,,,
94,"List out the account numbers of female clients who are oldest and has lowest average salary, calculate the gap between this lowest average salary with the highest average salary?",3,0,"```python
import pandas as pd

def compute_feature(df_account, df_client, df_district):
    # Merge account and client data
    merged_data = pd.merge(df_account, df_client, on='account_id')

    # Merge with district data
    merged_data = pd.merge(merged_data, df_district, left_on='district_id', right_on='district_id')

    # Calculate average salary for each district
    merged_data['average_salary'] = merged_data[['A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'A16']].mean(axis=1)

    # Filter female clients
    female_data = merged_data[merged_data['gender'] == 'F']

    # Find oldest female client
    oldest_client = female_data.loc[female_data['birth_date'].idxmin()]

    # Calculate average salary of oldest female client
    avg_salary_oldest = oldest_client['average_salary']

    # Find youngest female client
    youngest_client = female_data.loc[female_data['birth_date'].idxmax()]

    # Calculate average salary of youngest female client
    avg_salary_youngest = youngest_client['average_salary']

    # Calculate gap between lowest and highest average salary
    gap = avg_salary_youngest - avg_salary_oldest

    # Return account numbers of oldest female client and gap
    return oldest_client['account_id'], gap
```

```python
# Assuming the DataFrames are already loaded
account = pd.read_csv('account.csv')
client = pd.read_csv('client.csv')
district = pd.read_csv('district.csv')

# Compute feature
account_id, gap = compute_feature(account, client, district)

# Print result
print(f'Account ID: {account_id}')
print(f'Gap: {gap}')
```",,2,"['account', 'client', 'district']",call_error: 'account_id',,,,,,,
94,"List out the account numbers of female clients who are oldest and has lowest average salary, calculate the gap between this lowest average salary with the highest average salary?",3,1,"```python
import pandas as pd

def compute_feature(df_account, df_district, df_client, df_card):
    # Merge account and client data
    df_account_client = pd.merge(df_account, df_client, on='account_id')
    
    # Merge account-client and district data
    df_account_client_district = pd.merge(df_account_client, df_district, on='district_id')
    
    # Calculate average salary for each client
    df_account_client_district['average_salary'] = (df_account_client_district['A2'] + df_account_client_district['A3'] + df_account_client_district['A4'] + df_account_client_district['A5'] + df_account_client_district['A6'] + df_account_client_district['A7'] + df_account_client_district['A8'] + df_account_client_district['A9'] + df_account_client_district['A10'] + df_account_client_district['A11'] + df_account_client_district['A12'] + df_account_client_district['A13'] + df_account_client_district['A14'] + df_account_client_district['A15'] + df_account_client_district['A16']) / 16
    
    # Filter female clients
    df_female_clients = df_account_client_district[df_account_client_district['gender'] == 'F']
    
    # Find oldest female client
    oldest_female_client = df_female_clients.loc[df_female_clients['birth_date'].idxmin()]
    
    # Find lowest average salary
    lowest_average_salary = df_female_clients['average_salary'].min()
    
    # Find highest average salary
    highest_average_salary = df_account_client_district['average_salary'].max()
    
    # Calculate gap between lowest and highest average salary
    gap = highest_average_salary - lowest_average_salary
    
    # Return account numbers of oldest female client and gap
    return oldest_female_clients['account_id'].tolist(), gap

# Assuming the DataFrames are already loaded
account = pd.read_csv('account.csv')
district = pd.read_csv('district.csv')
client = pd.read_csv('client.csv')
card = pd.read_csv('card.csv')

# Call the function
account_numbers, gap = compute_feature(account, district, client, card)
print('Account numbers of oldest female client:', account_numbers)
print('Gap between lowest and highest average salary:', gap)
```",,2,"['account', 'card', 'client', 'district']",call_error: 'account_id',,,,,,,
94,"List out the account numbers of female clients who are oldest and has lowest average salary, calculate the gap between this lowest average salary with the highest average salary?",3,2,"```python
import pandas as pd

def compute_feature(df_account, df_client, df_district, df_card):
    # Merge account and client data
    df_account_client = pd.merge(df_account, df_client, on='account_id')
    
    # Merge account and district data
    df_account_district = pd.merge(df_account_client, df_district, on='district_id')
    
    # Calculate average salary for each account
    df_account_district['average_salary'] = (df_account_district['A2'] + df_account_district['A3'] + df_account_district['A4'] + df_account_district['A5'] + df_account_district['A6'] + df_account_district['A7'] + df_account_district['A8'] + df_account_district['A9'] + df_account_district['A10'] + df_account_district['A11'] + df_account_district['A12'] + df_account_district['A13'] + df_account_district['A14'] + df_account_district['A15'] + df_account_district['A16']) / 16
    
    # Filter female clients
    df_female_clients = df_account_district[df_account_district['gender'] == 'Female']
    
    # Find oldest female client
    oldest_female_client = df_female_clients.loc[df_female_clients['date'].idxmax()]
    
    # Find lowest average salary
    lowest_average_salary = df_female_clients['average_salary'].min()
    
    # Find highest average salary
    highest_average_salary = df_account_district['average_salary'].max()
    
    # Calculate gap between lowest and highest average salary
    gap = highest_average_salary - lowest_average_salary
    
    # Output account numbers of oldest and lowest average salary female clients
    print('Account numbers of oldest and lowest average salary female clients:')
    print(oldest_female_client['account_id'])
    
    # Output gap
    print('Gap between lowest and highest average salary:', gap)

# Call function
compute_feature(df_account, df_client, df_district, df_card)
```

This code assumes that the DataFrames are already loaded and available in the global scope. It merges the DataFrames, calculates the average salary, filters female clients, finds the oldest and lowest average salary female client, and calculates the gap between the lowest and highest average salary. The function then prints the account numbers of the oldest and lowest average salary female clients and the gap.",,2,"['account', 'card', 'client', 'district']",call_error: 'account_id',,,,,,,
