question_id,question,hop_diameter,repeat_idx,response,step1_status,n_merge,used_tables_debug,step2_status,step2_result,step3_avoidance,step3_overjoin_tag,step4_label,step4_result,step4_gold,gold_has_disp
91,"The average unemployment ratio of 1995 and 1996, which one has higher percentage?",0,0,"```python
import pandas as pd

def calculate_higher_unemployment_ratio(df):
    avg_1995 = df[df['year'] == 1995]['unemployment_rate'].mean()
    avg_1996 = df[df['year'] == 1996]['unemployment_rate'].mean()
    
    if avg_1995 > avg_1996:
        return '1995'
    else:
        return '1996'

# Assuming 'district' DataFrame contains columns 'year' and 'unemployment_rate'
result = calculate_higher_unemployment_ratio(district)
print(result)
```",,0,['district'],call_error: 'year',,,,,,,
91,"The average unemployment ratio of 1995 and 1996, which one has higher percentage?",0,1,"```python
import pandas as pd

def calculate_average_unemployment_ratio(df):
    avg_1995 = df['A2'].mean()
    avg_1996 = df['A3'].mean()
    
    if avg_1995 > avg_1996:
        return ""1995""
    elif avg_1995 < avg_1996:
        return ""1996""
    else:
        return ""Both years have the same average unemployment ratio""

# Assuming 'district' is the DataFrame containing the data
result = calculate_average_unemployment_ratio(district)
print(result)
```",,0,['district'],call_error: 'A2',,,,,,,
91,"The average unemployment ratio of 1995 and 1996, which one has higher percentage?",0,2,"```python
def calculate_unemployment_ratio():
    # Calculate the average unemployment ratio for 1995 and 1996
    avg_1995 = district[district['A1'] == '1995']['A2'].astype(float).mean()
    avg_1996 = district[district['A1'] == '1996']['A2'].astype(float).mean()
    
    # Compare the averages and return the result
    if avg_1995 > avg_1996:
        return ""1995""
    else:
        return ""1996""
```",,0,['district'],call_error: 'A1',,,,,,,
91,"The average unemployment ratio of 1995 and 1996, which one has higher percentage?",0,3,"```python
def compare_unemployment_ratio(df):
    avg_1995 = df['A2'].mean()
    avg_1996 = df['A3'].mean()
    if avg_1995 > avg_1996:
        return ""1995""
    else:
        return ""1996""
```",,0,[],call_error: 'A2',,,,,,,
91,"The average unemployment ratio of 1995 and 1996, which one has higher percentage?",0,4,"```python
import pandas as pd

def calculate_higher_unemployment_ratio(df):
    avg_1995 = df['A1'].mean()
    avg_1996 = df['A2'].mean()
    
    if avg_1995 > avg_1996:
        return ""1995""
    else:
        return ""1996""

# Assuming 'district' is the DataFrame containing the data
result = calculate_higher_unemployment_ratio(district)
print(f""The year with the higher unemployment ratio is: {result}"")
```",,0,['district'],call_error: 'A1',,,,,,,
92,List out the no. of districts that have female average salary is more than 6000 but less than 10000?,1,0,"```python
import pandas as pd

def count_districts_with_female_salary():
    # Assuming 'salary' is a column in your dataset that contains the salary information
    female_avg_salary = client[client['gender'] == 'female']['salary'].mean()
    
    filtered_districts = district[(district['A2'] > female_avg_salary) & (district['A2'] < 10000)]
    
    return len(filtered_districts)
```

Note: The solution assumes that the 'salary' column is part of the 'client' DataFrame and represents the average salary of females. The column names 'A2', 'A3', etc., in the 'district' DataFrame are used to calculate the average salary based on the given query conditions. Adjust these column names according to your actual dataset structure if they differ.",,0,"['client', 'district']",call_error: 'salary',,,,,,,
92,List out the no. of districts that have female average salary is more than 6000 but less than 10000?,1,1,"```python
import pandas as pd

def count_districts_with_female_salary_range(df_client, df_district):
    # Merge the two dataframes on district_id
    merged_df = pd.merge(df_client, df_district, on='district_id')
    
    # Filter rows where gender is 'female'
    female_clients = merged_df[merged_df['gender'] == 'female']
    
    # Calculate the average salary per district
    avg_salary_per_district = female_clients.groupby('district_id')['A2'].mean()
    
    # Count the number of districts with average salary between 6000 and 10000
    count = ((avg_salary_per_district > 6000) & (avg_salary_per_district < 10000)).sum()
    
    return count
```

Note: The column name 'A2' is used here as it's mentioned in the provided schema, but you should replace it with the actual column name that represents the salary or income in your dataset.",,1,"['client', 'district']",call_error: dtype 'str' does not support operation 'mean',,,,,,,
92,List out the no. of districts that have female average salary is more than 6000 but less than 10000?,1,2,"```python
import pandas as pd

def count_districts_with_female_salary():
    # Assuming 'salary' column exists in the 'client' DataFrame and represents the average salary of clients
    filtered_clients = client[client['gender'] == 'female']
    district_salaries = filtered_clients.groupby('district_id')['salary'].mean().reset_index()
    qualifying_districts = district_salaries[(district_salaries['salary'] > 6000) & (district_salaries['salary'] < 10000)]
    return len(qualifying_districts)
```

Please note that this solution assumes there is a 'salary' column in the 'client' DataFrame representing the average salary of clients. If the actual column name or data structure differs, you will need to adjust the code accordingly.",,0,"['client', 'district']",call_error: 'Column not found: salary',,,,,,,
92,List out the no. of districts that have female average salary is more than 6000 but less than 10000?,1,3,"```python
import pandas as pd

def count_districts_with_female_salary():
    # Assuming 'salary' is a column in the 'client' DataFrame representing the average salary
    filtered_clients = client[client['gender'] == 'female']
    district_salaries = filtered_clients.groupby('district_id')['salary'].mean()
    qualified_districts = district_salaries[(district_salaries > 6000) & (district_salaries < 10000)]
    return len(qualified_districts)

# Example usage
result = count_districts_with_female_salary()
print(result)
```",,0,"['client', 'district']",call_error: 'Column not found: salary',,,,,,,
92,List out the no. of districts that have female average salary is more than 6000 but less than 10000?,1,4,"```python
import pandas as pd

def count_districts_with_female_salary():
    # Calculate the average salary for females in each district
    avg_salary_by_district = df_client[df_client['gender'] == 'female'].groupby('district_id')['salary'].mean()
    
    # Filter districts where the average salary is between 6000 and 10000
    filtered_districts = avg_salary_by_district[(avg_salary_by_district > 6000) & (avg_salary_by_district < 10000)]
    
    # Count the number of such districts
    num_districts = len(filtered_districts)
    
    return num_districts
```",,0,"['client', 'district']",call_error: 'Column not found: salary',,,,,,,
93,How many male customers who are living in North Bohemia have average salary greater than 8000?,1,0,"```python
import pandas as pd

def calculate_male_customers_average_salary(df_client, df_district):
    # Filter clients who are male and from North Bohemia (assuming A1 is 'North Bohemia')
    filtered_clients = df_client[(df_client['gender'] == 'male') & (df_client['district_id'].isin(df_district[df_district['A1'] == 'North Bohemia']['district_id']))]
    
    # Merge with district data to get additional attributes if needed
    merged_data = pd.merge(filtered_clients, df_district, on='district_id', how='left')
    
    # Calculate average salary of these customers
    average_salary = merged_data['salary'].mean()
    
    return average_salary
```

This function filters the clients based on gender and district, merges it with the district DataFrame to include any necessary additional attributes, and then calculates the average salary of the filtered clients. Note that 'salary' column should be present in the `client` DataFrame for this calculation.",,1,"['client', 'district']",call_error: 'A1',,,,,,,
93,How many male customers who are living in North Bohemia have average salary greater than 8000?,1,1,"```python
import pandas as pd

def count_male_customers_in_north_bohemia_with_high_salary(client_df, district_df):
    north_bohemia_districts = ['A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'A16']
    high_salary_threshold = 8000
    
    # Filter clients based on gender and district
    filtered_clients = client_df[(client_df['gender'] == 'male') & (client_df['district_id'].isin(north_bohemia_districts))]
    
    # Merge with district data to get average salary
    merged_data = pd.merge(filtered_clients, district_df, on='district_id')
    
    # Calculate average salary per district
    avg_salary_per_district = merged_data.groupby('district_id')['A1'].mean()
    
    # Filter districts with average salary greater than threshold
    high_salary_districts = avg_salary_per_district[avg_salary_per_district > high_salary_threshold].index
    
    # Count number of clients in these districts
    result = filtered_clients[filtered_clients['district_id'].isin(high_salary_districts)].shape[0]
    
    return result
```

This function first filters the clients to include only those who are male and live in the specified districts of North Bohemia. It then merges this filtered list with the district DataFrame to access the average salary data. After calculating the average salary per district, it identifies districts where the average salary exceeds the threshold of 8000. Finally, it counts the number of clients from these high-salary districts and returns the result.",,1,"['client', 'district']",call_error: 'Column not found: A1',,,,,,,
93,How many male customers who are living in North Bohemia have average salary greater than 8000?,1,2,"```python
import pandas as pd

def calculate_male_customers_average_salary():
    # Assuming 'client' DataFrame has columns 'gender', 'birth_date', 'district_id'
    # and 'district' DataFrame has columns 'district_id' and A2 to A16
    # Calculate age from birth_date
    client['age'] = (pd.to_datetime('now') - pd.to_datetime(client['birth_date'], format='%Y-%m-%d')).astype('<m8[Y]')
    
    # Filter clients who are male, live in North Bohemia, and have an average salary greater than 8000
    north_bohemia_districts = ['A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'A16']
    filtered_clients = client[(client['gender'] == 'male') & 
                             (client['district_id'].isin(north_bohemia_districts)) &
                             ((client[north_bohemia_districts].mean(axis=1) > 8000))]
    
    # Return the count of such clients
    return len(filtered_clients)

# Call the function and print the result
print(calculate_male_customers_average_salary())
```",,0,"['client', 'district']","call_error: Cannot convert from timedelta64[us] to timedelta64[Y]. Supported resolutions are 's', 'ms', 'us', 'ns'",,,,,,,
93,How many male customers who are living in North Bohemia have average salary greater than 8000?,1,3,"```python
import pandas as pd

def calculate_male_customers_average_salary_greater_than_8000():
    # Assuming 'client' and 'district' DataFrames are already loaded
    filtered_clients = client[(client['gender'] == 'male') & (client['district_id'].isin(district[district['A2'] == 'North Bohemia']['district_id']))]
    average_salary = filtered_clients.groupby('client_id').size().mean()
    return average_salary > 8000
```",,0,"['client', 'district']",,False,True,False,,,,
93,How many male customers who are living in North Bohemia have average salary greater than 8000?,1,4,"```python
import pandas as pd

def calculate_male_customers_average_salary_greater_than_8000():
    # Assuming 'client' DataFrame contains 'gender', 'district_id' and other necessary columns
    # Assuming 'district' DataFrame contains 'district_id' and 'A1' to 'A16'
    
    # Filter clients who are male and live in North Bohemia (assuming A1 represents North Bohemia)
    north_bohemia_clients = client[(client['gender'] == 'male') & (client['district_id'].isin(district[district['A1'] == 'North Bohemia']['district_id']))]
    
    # Calculate the average salary of these clients
    average_salary = north_bohemia_clients.groupby('client_id').mean()['salary'].reset_index()
    
    # Filter clients with an average salary greater than 8000
    high_salary_clients = average_salary[average_salary['salary'] > 8000]['client_id']
    
    return len(high_salary_clients)
```

Note: This solution assumes that there is a column named 'salary' in the 'client' DataFrame and that the 'district' DataFrame has a column 'A1' representing whether the district is North Bohemia or not. The actual implementation may vary based on the actual data structure and available columns.",,0,"['client', 'district']",call_error: 'A1',,,,,,,
94,"List out the account numbers of female clients who are oldest and has lowest average salary, calculate the gap between this lowest average salary with the highest average salary?",3,0,"```python
import pandas as pd

def calculate_salary_gap(account_df, district_df, disp_df, client_df):
    # Merge dataframes to get necessary information
    merged_df = pd.merge(account_df, disp_df, on='account_id')
    merged_df = pd.merge(merged_df, client_df, on='client_id')
    
    # Filter for female clients
    female_clients = merged_df[merged_df['gender'] == 'F']
    
    # Calculate the age of each client
    current_year = 2023  # Assuming the current year is 2023 for simplicity
    female_clients['age'] = current_year - female_clients['birth_date'].dt.year
    
    # Group by account_id and calculate the average salary for each account
    avg_salary_by_account = female_clients.groupby('account_id')['A1'].mean().reset_index()
    
    # Find the maximum and minimum average salaries
    max_avg_salary = avg_salary_by_account['A1'].max()
    min_avg_salary = avg_salary_by_account['A1'].min()
    
    # Calculate the gap
    salary_gap = max_avg_salary - min_avg_salary
    
    return salary_gap
```

This function first merges the relevant tables to gather all necessary information. It then filters the data to include only female clients. The age of each client is calculated based on their birth date. The function groups the data by `account_id` and calculates the average salary for each account. Finally, it finds the difference between the highest and lowest average salaries across all accounts.",,2,"['account', 'client', 'disp', 'district']",call_error: Can only use .dt accessor with datetimelike values,,,,,,,
94,"List out the account numbers of female clients who are oldest and has lowest average salary, calculate the gap between this lowest average salary with the highest average salary?",3,1,"```python
import pandas as pd

def calculate_salary_gap(accounts, district, disp, client, card):
    # Merge dataframes to get necessary information
    merged_df = accounts.merge(disp, on='account_id')
    merged_df = merged_df.merge(client, on='client_id')
    
    # Filter for female clients
    female_clients = merged_df[merged_df['gender'] == 'female']
    
    # Calculate average salary per account
    avg_salary_per_account = female_clients.groupby('account_id')['A1'].mean().reset_index()
    
    # Find the lowest and highest average salaries
    lowest_avg_salary = avg_salary_per_account['A1'].min()
    highest_avg_salary = avg_salary_per_account['A1'].max()
    
    # Calculate the gap
    salary_gap = highest_avg_salary - lowest_avg_salary
    
    return salary_gap
```

This function first merges the necessary tables to combine all relevant information into one DataFrame. It then filters for female clients and calculates the average salary per account. Finally, it computes the difference between the highest and lowest average salaries among these accounts.",,2,"['account', 'card', 'client', 'disp', 'district']",call_error: 'Column not found: A1',,,,,,,
94,"List out the account numbers of female clients who are oldest and has lowest average salary, calculate the gap between this lowest average salary with the highest average salary?",3,2,"```python
import pandas as pd

def calculate_salary_gap():
    # Joining necessary tables to get the required information
    joined_df = pd.merge(account, disp, on='account_id')
    joined_df = pd.merge(joined_df, client, on='client_id')
    
    # Calculating the average salary for each client
    avg_salary = joined_df.groupby(['client_id', 'gender']).agg({'frequency': 'mean'}).reset_index()
    
    # Filtering for female clients
    female_clients = avg_salary[avg_salary['gender'] == 'female']
    
    # Finding the oldest female client (assuming higher frequency means older)
    oldest_female_client = female_clients.loc[female_clients['frequency'].idxmax()]
    
    # Finding the highest and lowest average salary among all clients
    highest_avg_salary = avg_salary['frequency'].max()
    lowest_avg_salary = avg_salary['frequency'].min()
    
    # Calculating the gap
    salary_gap = highest_avg_salary - lowest_avg_salary
    
    return oldest_female_client['account_id'], salary_gap
```",,2,"['account', 'client', 'disp']",call_error: dtype 'str' does not support operation 'mean',,,,,,,
94,"List out the account numbers of female clients who are oldest and has lowest average salary, calculate the gap between this lowest average salary with the highest average salary?",3,3,"```python
import pandas as pd

def calculate_salary_gap(account_df, district_df, disp_df, client_df, card_df):
    # Merge dataframes to get necessary information
    merged_df = pd.merge(account_df, disp_df, on='account_id')
    merged_df = pd.merge(merged_df, client_df, left_on='disp_id', right_on='client_id')
    
    # Calculate age of each client
    current_year = 2023  # Assuming the current year is 2023 for simplicity
    merged_df['age'] = current_year - merged_df['birth_date'].dt.year
    
    # Filter for female clients
    female_clients = merged_df[merged_df['gender'] == 'female']
    
    # Group by account_id and calculate the average salary (assuming salary is in column 'A1' in district table)
    avg_salary_by_account = female_clients.groupby('account_id')['A1'].mean().reset_index()
    
    # Find the minimum and maximum average salaries
    min_avg_salary = avg_salary_by_account['A1'].min()
    max_avg_salary = avg_salary_by_account['A1'].max()
    
    # Calculate the gap
    salary_gap = max_avg_salary - min_avg_salary
    
    return salary_gap
```

Note: This solution assumes that the 'salary' is represented by the value in the 'A1' column of the 'district' DataFrame. The current year is assumed to be 2023 for calculating the age. Adjust these assumptions based on the actual data schema and requirements.",,2,"['account', 'card', 'client', 'disp', 'district']",call_error: Can only use .dt accessor with datetimelike values,,,,,,,
94,"List out the account numbers of female clients who are oldest and has lowest average salary, calculate the gap between this lowest average salary with the highest average salary?",3,4,"```python
import pandas as pd

def compute_feature(account, district, disp, client, card):
    # Merge dataframes to get necessary information
    merged_df = pd.merge(account, disp, on='account_id')
    merged_df = pd.merge(merged_df, client, on='client_id')
    
    # Calculate the average salary for each client
    avg_salary = merged_df.groupby('client_id')['salary'].mean().reset_index()
    
    # Filter for female clients
    female_clients = avg_salary[avg_salary['gender'] == 'F']
    
    # Find the oldest and youngest clients among female clients
    oldest_female_client = female_clients.loc[female_clients['birth_date'].idxmin()]
    youngest_female_client = female_clients.loc[female_clients['birth_date'].idxmax()]
    
    # Get the account numbers of the oldest and youngest female clients
    oldest_account_number = account[account['client_id'] == oldest_female_client['client_id']]['account_id'].values[0]
    youngest_account_number = account[account['client_id'] == youngest_female_client['client_id']]['account_id'].values[0]
    
    # Calculate the gap between the lowest and highest average salary
    min_avg_salary = female_clients['salary'].min()
    max_avg_salary = female_clients['salary'].max()
    gap = max_avg_salary - min_avg_salary
    
    return oldest_account_number, youngest_account_number, gap
```

This function first merges the necessary dataframes to get the required information about clients, their accounts, and salaries. It then calculates the average salary for each client, filters for female clients, and finds the oldest and youngest female clients based on their birth dates. The function returns the account numbers of these two clients and the gap between the lowest and highest average salary among female clients.",,2,"['account', 'card', 'client', 'disp', 'district']",call_error: 'Column not found: salary',,,,,,,
95,List out the account numbers of clients who are youngest and have highest average salary?,3,0,"```python
import pandas as pd

def get_youngest_highest_salary_accounts(account, disp, client, district):
    # Merge account and client data to get client information for each account
    merged_data = pd.merge(account, client, on='client_id')
    
    # Calculate age from birth_date
    merged_data['age'] = (pd.to_datetime('now') - pd.to_datetime(merged_data['birth_date'])) / pd.Timedelta(days=365)
    
    # Group by account_id and calculate average salary
    avg_salary_by_account = merged_data.groupby('account_id')['salary'].mean().reset_index()
    
    # Find the maximum average salary
    max_avg_salary = avg_salary_by_account['salary'].max()
    
    # Filter accounts with the maximum average salary
    young_accounts = avg_salary_by_account[avg_salary_by_account['salary'] == max_avg_salary]['account_id']
    
    return young_accounts.tolist()
```

Please note that the `salary` column is assumed to exist in the `client` DataFrame, which is not explicitly mentioned in the provided database schema. If the salary data is stored elsewhere or needs to be calculated differently, additional steps would need to be added to the function.",,1,"['account', 'client', 'disp', 'district']",call_error: 'client_id',,,,,,,
95,List out the account numbers of clients who are youngest and have highest average salary?,3,1,"```python
import pandas as pd

def get_youngest_highest_salary_accounts(account, disp, client):
    # Calculate age from birth_date
    client['age'] = (pd.to_datetime('now') - pd.to_datetime(client['birth_date'])) / pd.Timedelta(days=365.25)
    
    # Join data to get necessary information
    joined_data = pd.merge(account, disp, on='account_id')
    joined_data = pd.merge(joined_data, client, on='client_id')
    
    # Group by client_id and calculate average salary
    avg_salary_by_client = joined_data.groupby('client_id')['salary'].mean().reset_index()
    
    # Find the maximum average salary
    max_avg_salary = avg_salary_by_client['salary'].max()
    
    # Filter clients with the maximum average salary
    top_clients = avg_salary_by_client[avg_salary_by_client['salary'] == max_avg_salary]['client_id']
    
    # Get accounts of these clients
    result = joined_data[joined_data['client_id'].isin(top_clients)]['account_id'].unique()
    
    return result
```

Note: This solution assumes that there is a 'salary' column in the `client` DataFrame which represents the annual income of each client. If the actual dataset does not include salary data, additional steps would be required to compute or obtain this information.",,2,"['account', 'client', 'disp']",call_error: 'Column not found: salary',,,,,,,
95,List out the account numbers of clients who are youngest and have highest average salary?,3,2,"```python
import pandas as pd

def get_youngest_highest_salary_accounts(account, disp, client):
    # Calculate age in years from birth_date to current date
    client['age'] = (pd.to_datetime('now') - pd.to_datetime(client['birth_date'])).astype('<m8[Y]')
    
    # Join dataframes to get necessary information
    joined_df = pd.merge(account, disp, on='account_id')
    joined_df = pd.merge(joined_df, client, on='client_id')
    
    # Group by account_id and calculate average salary per account
    avg_salary_per_account = joined_df.groupby('account_id')['A2'].mean().reset_index()
    
    # Merge with the original DataFrame to get account details
    result = pd.merge(avg_salary_per_account, joined_df, on='account_id')
    
    # Sort by age and average salary in descending order and select the top 1
    result_sorted = result.sort_values(by=['age', 'A2'], ascending=[True, False])
    youngest_highest_salary_account = result_sorted.iloc[0]['account_id']
    
    return youngest_highest_salary_account
```

This function first calculates the age of each client based on their birth_date. It then joins the necessary tables to include account details and client details in a single DataFrame. After calculating the average salary per account, it merges this information back into the DataFrame. The DataFrame is then sorted by age and average salary in descending order to find the account with the youngest client having the highest average salary. Finally, the function returns the account number of this client.",,3,"['account', 'client', 'disp', 'order']","call_error: Cannot convert from timedelta64[us] to timedelta64[Y]. Supported resolutions are 's', 'ms', 'us', 'ns'",,,,,,,
95,List out the account numbers of clients who are youngest and have highest average salary?,3,3,"```python
import pandas as pd

def find_youngest_highest_salary_clients(account, disp, client, district):
    # Calculate age from birth_date
    client['age'] = (pd.to_datetime('now') - pd.to_datetime(client['birth_date'])).astype('<m8[Y]')
    
    # Merge data to get account details including age
    merged_data = pd.merge(account, disp, on='account_id')
    merged_data = pd.merge(merged_data, client, on='client_id')
    
    # Group by client_id and calculate average salary per client
    avg_salary_per_client = merged_data.groupby('client_id')['A2'].mean().reset_index()
    
    # Get the max average salary
    max_avg_salary = avg_salary_per_client['A2'].max()
    
    # Filter clients with the max average salary
    max_salary_clients = avg_salary_per_client[avg_salary_per_client['A2'] == max_avg_salary]['client_id']
    
    # Get the youngest clients among those with the max average salary
    youngest_max_salary_clients = merged_data[merged_data['client_id'].isin(max_salary_clients)].sort_values(by='age').head()['account_id'].unique()
    
    return youngest_max_salary_clients
```

This function calculates the age of each client based on their birth_date, merges necessary tables to include age in the account details, groups by client_id to compute the average salary per client, finds the maximum average salary, filters clients with this maximum salary, and then selects the youngest among them by sorting by age. Finally, it returns the unique account numbers of these youngest clients with the highest average salary.",,2,"['account', 'client', 'disp', 'district']","call_error: Cannot convert from timedelta64[us] to timedelta64[Y]. Supported resolutions are 's', 'ms', 'us', 'ns'",,,,,,,
