question_id,question,hop_diameter,repeat_idx,condition,qwen_response
91,"The average unemployment ratio of 1995 and 1996, which one has higher percentage?",0,0,baseline,"```python
import pandas as pd

def calculate_unemployment_ratio(district):
    # Calculate unemployment ratio for each year
    district['unemployment_1995'] = district['A10'].str.replace(',', '').astype(float) / 100
    district['unemployment_1996'] = district['A11'].str.replace(',', '').astype(float) / 100
    
    # Compute average unemployment ratio for each year
    avg_unemployment_1995 = district['unemployment_1995'].mean()
    avg_unemployment_1996 = district['unemployment_1996'].mean()
    
    # Compare the two averages and return the higher one
    if avg_unemployment_1995 > avg_unemployment_1996:
        return '1995'
    else:
        return '1996'
```"
91,"The average unemployment ratio of 1995 and 1996, which one has higher percentage?",0,1,baseline,"```python
import pandas as pd

def compute_unemployment_ratio():
    # Load necessary tables (assuming they are already loaded)
    # district = pd.read_csv('district.csv')
    # loan = pd.read_csv('loan.csv')

    # Merge district and loan tables on district_id to get employment data per loan
    merged_data = pd.merge(district, loan, left_on='district_id', right_on='district_id')

    # Filter loans from 1995 and 1996
    year_1995 = merged_data['date'].str.contains(r'/95$', na=False).astype(int)
    year_1996 = merged_data['date'].str.contains(r'/96$', na=False).astype(int)

    # Calculate total population in 1995 and 1996
    total_population_1995 = merged_data[year_1995]['A13'].sum()
    total_population_1996 = merged_data[year_1996]['A13'].sum()

    # Calculate unemployed population in 1995 and 1996
    unemployed_population_1995 = merged_data[year_1995]['A14'].sum()
    unemployed_population_1996 = merged_data[year_1996]['A14'].sum()

    # Calculate unemployment rate for each year
    unemployment_rate_1995 = (unemployed_population_1995 / total_population_1995) * 100
    unemployment_rate_1996 = (unemployed_population_1996 / total_population_1996) * 100

    # Return the higher unemployment rate
    if unemployment_rate_1995 > unemployment_rate_1996:
        return ""1995""
    else:
        return ""1996""

# Call the function and print the result
higher_unemployment_year = compute_unemployment_ratio()
print(f""The year with the higher unemployment rate is: {higher_unemployment_year}"")
```"
91,"The average unemployment ratio of 1995 and 1996, which one has higher percentage?",0,2,baseline,"```python
import pandas as pd

def calculate_unemployment_ratio():
    # Load data
    district = pd.read_csv('district.csv')
    loan = pd.read_csv('loan.csv')

    # Filter loans from 1995 and 1996
    loan_1995 = loan[(loan['date'].dt.year == 1995) & (loan['status'] == 'X')]
    loan_1996 = loan[(loan['date'].dt.year == 1996) & (loan['status'] == 'X')]

    # Calculate unemployment ratios
    ratio_1995 = loan_1995.groupby('district_id')['account_id'].count() / district.shape[0]
    ratio_1996 = loan_1996.groupby('district_id')['account_id'].count() / district.shape[0]

    # Find the year with higher unemployment ratio
    if ratio_1995.mean() > ratio_1996.mean():
        return ""1995""
    else:
        return ""1996""
```"
91,"The average unemployment ratio of 1995 and 1996, which one has higher percentage?",0,3,baseline,"```python
import pandas as pd

def avg_unemployment_ratio_1995_vs_1996(account, district):
    # Merge account and district dataframes on district_id
    merged_df = pd.merge(account, district, on='district_id')
    
    # Filter rows where date is in 1995 or 1996
    df_1995 = merged_df[(merged_df['date'].dt.year == 1995)]
    df_1996 = merged_df[(merged_df['date'].dt.year == 1996)]
    
    # Calculate average unemployment ratio for each year
    avg_unemp_ratio_1995 = df_1995['A10'].mean()
    avg_unemp_ratio_1996 = df_1996['A10'].mean()
    
    return avg_unemp_ratio_1995, avg_unemp_ratio_1996
```"
91,"The average unemployment ratio of 1995 and 1996, which one has higher percentage?",0,4,baseline,"```python
def avg_unemployment_ratio(df_district):
    df_1995 = df_district[(df_district['A4'] == 'yes') & (df_district['A1'].str.contains('1995'))]
    df_1996 = df_district[(df_district['A4'] == 'yes') & (df_district['A1'].str.contains('1996'))]
    
    avg_1995 = df_1995['A3'].mean()
    avg_1996 = df_1996['A3'].mean()
    
    if avg_1995 > avg_1996:
        return '1995'
    elif avg_1995 < avg_1996:
        return '1996'
    else:
        return 'Equal'
```"
92,List out the no. of districts that have female average salary is more than 6000 but less than 10000?,1,0,baseline,"```python
import pandas as pd

def calculate_districts_with_female_salary():
    # Merge necessary tables to get the required data
    merged_data = pd.merge(client, account, how='left', left_on='client_id', right_on='client_id')
    merged_data = pd.merge(merged_data, district, how='left', left_on='district_id', right_on='district_id')

    # Calculate average salary for each district
    avg_salary_by_district = merged_data.groupby('A2')['amount'].mean().reset_index()

    # Filter districts based on the condition
    result = avg_salary_by_district[(avg_salary_by_district['amount'] > 6000) & (avg_salary_by_district['amount'] < 10000)]

    return len(result)

# Call the function and print the result
result = calculate_districts_with_female_salary()
print(result)
```"
92,List out the no. of districts that have female average salary is more than 6000 but less than 10000?,1,1,baseline,"```python
import pandas as pd

def compute_feature(client, district):
    # Merge client and district dataframes on district_id
    merged_df = pd.merge(client, district, left_on='district_id', right_index=True)

    # Filter clients with gender 'F' (female)
    female_clients = merged_df[merged_df['gender'] == 'F']

    # Calculate average salary per district
    avg_salary_per_district = female_clients.groupby('district_id')['A9'].mean()

    # Apply conditions to filter districts
    filtered_districts = avg_salary_per_district[(avg_salary_per_district > 6000) & (avg_salary_per_district < 10000)]

    # Return the number of districts that meet the condition
    return len(filtered_districts)
```"
92,List out the no. of districts that have female average salary is more than 6000 but less than 10000?,1,2,baseline,"```python
import pandas as pd

def feature_engineering_task(account, card, client, disp, district, loan, order, trans):
    # Merge necessary tables to calculate average salary per district and gender
    merged_df = pd.merge(client, disp, on='client_id')
    merged_df = pd.merge(merged_df, account, on='account_id')
    merged_df = pd.merge(merged_df, district, on='district_id')
    
    avg_salary = merged_df.groupby(['A1', 'gender'])['amount'].mean().reset_index()
    
    # Filter for female clients with average salary between 6000 and 10000
    result = avg_salary[(avg_salary['gender'] == 'F') & 
                       (avg_salary['amount'] > 6000) & 
                       (avg_salary['amount'] < 10000)]
    
    return len(result)
```"
92,List out the no. of districts that have female average salary is more than 6000 but less than 10000?,1,3,baseline,"```python
import pandas as pd

def compute_feature(client, district):
    # Merge client and district dataframes to get district information for each client
    merged_df = pd.merge(client, district, left_on='district_id', right_on='district_id')
    
    # Filter for female clients
    female_clients = merged_df[merged_df['gender'] == 'F']
    
    # Group by district and calculate average salary
    avg_salary_by_district = female_clients.groupby('A2')['amount'].mean().reset_index()
    
    # Apply filters
    filtered_districts = avg_salary_by_district[(avg_salary_by_district['amount'] > 6000) & (avg_salary_by_district['amount'] < 10000)]
    
    return len(filtered_districts)
```"
92,List out the no. of districts that have female average salary is more than 6000 but less than 10000?,1,4,baseline,"```python
import pandas as pd

def calculate_female_salary_stats(account, client):
    # Merge account and client dataframes to get client information for each account
    merged_df = pd.merge(account, client, how='left', left_on='district_id', right_on='district_id')
    
    # Filter only female clients
    female_clients = merged_df[merged_df['gender'] == 'F']
    
    # Calculate average salary per district for female clients
    avg_salary_per_district = female_clients.groupby('district_id')['amount'].mean().reset_index()
    
    # Filter districts where average salary is between 6000 and 10000
    result = avg_salary_per_district[(avg_salary_per_district['amount'] > 6000) & (avg_salary_per_district['amount'] < 10000)]
    
    return len(result)
```"
93,How many male customers who are living in North Bohemia have average salary greater than 8000?,1,0,baseline,"```python
import pandas as pd

def calculate_average_salary(df_client, df_district):
    # Filter clients who live in North Bohemia
    north_bohemia = df_district['A3'] == 'North Bohemia'
    
    # Calculate average salary per district
    avg_salary_per_district = df_client.groupby('district_id')['amount'].mean()
    
    # Filter districts with average salary greater than 8000
    high_salary_dists = avg_salary_per_district[avg_salary_per_district > 8000].index
    
    # Merge to get only those clients from high salary districts
    filtered_clients = df_client[df_client['district_id'].isin(high_salary_dists)]
    
    # Filter only male clients
    male_clients = filtered_clients[filtered_clients['gender'] == 'M']
    
    return len(male_clients)
```"
93,How many male customers who are living in North Bohemia have average salary greater than 8000?,1,1,baseline,"```python
import pandas as pd

def calculate_average_salary(df_client, df_district):
    # Join client and district dataframes to get district information for each client
    merged_df = pd.merge(df_client, df_district, left_on='district_id', right_index=True)

    # Filter clients from North Bohemia (A2 == 'Plzen')
    north_bohemia_clients = merged_df[merged_df['A2'] == 'Plzen']

    # Calculate average salary for each client based on their district's A1 column
    north_bohemia_clients['average_salary'] = north_bohemia_clients['A1'].apply(lambda x: sum(x) / len(x))

    # Filter clients with average salary greater than 8000
    high_income_clients = north_bohemia_clients[north_bohemia_clients['average_salary'] > 8000]

    # Count number of male clients meeting the criteria
    result = high_income_clients[high_income_clients['gender'] == 'M']['client_id'].count()

    return result
```"
93,How many male customers who are living in North Bohemia have average salary greater than 8000?,1,2,baseline,"```python
import pandas as pd

def calculate_average_salary(df_client, df_district):
    # Merge client and district dataframes to get district information for each client
    merged_df = pd.merge(df_client, df_district, how='left', left_on='district_id', right_on='district_id')
    
    # Filter clients who live in North Bohemia
    north_bohemia_customers = merged_df[merged_df['A3'] == 'North Bohemia']
    
    # Calculate average salary for male customers from North Bohemia
    average_salary = north_bohemia_customers[north_bohemia_customers['gender'] == 'M']['balance'].mean()
    
    return average_salary
```"
93,How many male customers who are living in North Bohemia have average salary greater than 8000?,1,3,baseline,"```python
import pandas as pd

def compute_feature(account, card, client, disp, district):
    # Merge account and district tables to get district information
    account = account.merge(district, how='left', on='district_id')
    
    # Filter accounts in North Bohemia
    north_bohemia_accounts = account[account['A1'] == 'North Bohemia']
    
    # Merge north_bohemia_accounts with client table to get customer details
    north_bohemia_accounts = north_bohemia_accounts.merge(client, how='left', left_on='client_id', right_on='client_id')
    
    # Calculate average salary per client
    avg_salary_per_client = north_bohemia_accounts.groupby('client_id')['amount'].mean().reset_index()
    
    # Merge avg_salary_per_client back with filtered accounts to get final data
    north_bohemia_accounts = north_bohemia_accounts.merge(avg_salary_per_client, how='left', on='client_id')
    
    # Filter only male customers with average salary > 8000
    result = north_bohemia_accounts[(north_bohemia_accounts['gender'] == 'M') & (north_bohemia_accounts['amount_x'] > 8000)]
    
    return len(result)
```"
93,How many male customers who are living in North Bohemia have average salary greater than 8000?,1,4,baseline,"```python
import pandas as pd

def calculate_average_salary(df_client, df_district):
    # Merge client and district dataframes on district_id
    merged_df = pd.merge(df_client, df_district, on='district_id')
    
    # Filter clients based on gender and district description
    filtered_df = merged_df[(merged_df['gender'] == 'M') & (merged_df['A3'] == 'North Bohemia')]
    
    # Calculate average salary
    average_salary = filtered_df['balance'].mean()
    
    return average_salary
```"
94,"List out the account numbers of female clients who are oldest and has lowest average salary, calculate the gap between this lowest average salary with the highest average salary?",3,0,baseline,"```python
import pandas as pd

def compute_feature(account, card, client, disp, district, loan, order, trans):
    # Join necessary tables to get required information
    joined_df = account.merge(disp, on='account_id')
    joined_df = joined_df.merge(client, on='client_id')
    
    # Calculate the age of each client
    joined_df['age'] = (pd.to_datetime('now') - pd.to_datetime(joined_df['birth_date'], errors='coerce')).dt.days // 365
    
    # Calculate the average salary per account for female clients
    avg_salary_per_account = joined_df[joined_df['gender'] == 'F'].groupby('account_id')['amount'].mean().reset_index()
    
    # Merge back to original dataframe to add average salary
    joined_df = joined_df.merge(avg_salary_per_account, on='account_id', suffixes=('', '_avg'))
    
    # Find the minimum and maximum average salaries
    min_avg_salary = joined_df['_amount_avg'].min()
    max_avg_salary = joined_df['_amount_avg'].max()
    
    # Compute the gap
    gap = max_avg_salary - min_avg_salary
    
    return gap
```"
94,"List out the account numbers of female clients who are oldest and has lowest average salary, calculate the gap between this lowest average salary with the highest average salary?",3,1,baseline,"```python
import pandas as pd

def compute_feature(account, card, client, disp, district, loan, order, trans):
    # Merge necessary tables to get the required information
    merged_df = pd.merge(account, client, on='account_id')
    merged_df = pd.merge(merged_df, disp, on='account_id')
    merged_df = pd.merge(merged_df, district, on='district_id')
    
    # Filter for female clients
    merged_df = merged_df[merged_df['gender'] == 'F']
    
    # Calculate average salary per account
    avg_salary = merged_df.groupby('account_id')['balance'].mean().reset_index()
    
    # Find the maximum and minimum average salaries
    max_avg_salary = avg_salary['balance'].max()
    min_avg_salary = avg_salary['balance'].min()
    
    # Calculate the gap
    salary_gap = max_avg_salary - min_avg_salary
    
    return salary_gap
```"
94,"List out the account numbers of female clients who are oldest and has lowest average salary, calculate the gap between this lowest average salary with the highest average salary?",3,2,baseline,"```python
import pandas as pd

def compute_feature(account, card, client, disp, district, loan, order, trans):
    # Merge data to get necessary information about clients
    merged = pd.merge(client, disp, on='client_id')
    merged = pd.merge(merged, account, on='account_id')
    
    # Calculate age of clients
    merged['age'] = 2023 - merged['birth_date'].dt.year
    
    # Filter only female clients
    merged = merged[merged['gender'] == 'F']
    
    # Group by account_id and calculate average salary
    avg_salary = merged.groupby('account_id')['amount'].mean().reset_index()
    
    # Join back to original DataFrame to get account_id
    avg_salary = pd.merge(avg_salary, merged[['account_id', 'date']], on='account_id')
    
    # Sort by age in descending order and then by average salary in ascending order
    avg_salary.sort_values(by=['age', 'amount'], ascending=[False, True], inplace=True)
    
    # Get the top record (oldest and lowest average salary)
    oldest_lowest_avg = avg_salary.iloc[0]['account_id']
    
    # Get the bottom record (youngest and highest average salary)
    youngest_highest_avg = avg_salary.iloc[-1]['account_id']
    
    # Compute the difference
    difference = avg_salary.iloc[-1]['amount'] - avg_salary.iloc[0]['amount']
    
    return oldest_lowest_avg, youngest_highest_avg, difference
```"
94,"List out the account numbers of female clients who are oldest and has lowest average salary, calculate the gap between this lowest average salary with the highest average salary?",3,3,baseline,"```python
import pandas as pd

def compute_feature(account, card, client, disp, district, loan, order, trans):
    # Join tables to get necessary information
    merged_df = pd.merge(account, disp, on='account_id')
    merged_df = pd.merge(merged_df, client, on='client_id')
    
    # Filter for female clients
    merged_df = merged_df[merged_df['gender'] == 'F']
    
    # Calculate age
    merged_df['age'] = (pd.to_datetime('now') - pd.to_datetime(merged_df['birth_date'], errors='coerce')).dt.days // 365
    
    # Calculate average salary per client
    avg_salary_per_client = merged_df.groupby(['client_id']).agg({'amount': 'mean'}).reset_index()
    
    # Merge average salary back to main DataFrame
    merged_df = pd.merge(merged_df, avg_salary_per_client, on='client_id', suffixes=('', '_avg'))
    
    # Find the oldest and female client with the lowest average salary
    oldest_female_lowest_avg = merged_df.loc[(merged_df['age'] == merged_df['age'].max()) & 
                                            (merged_df['gender'] == 'F')].sort_values(by='amount_avg').head(1)['account_id'].values[0]
    
    # Find the oldest and female client with the highest average salary
    oldest_female_highest_avg = merged_df.loc[(merged_df['age'] == merged_df['age'].max()) & 
                                             (merged_df['gender'] == 'F')].sort_values(by='amount_avg', ascending=False).head(1)['account_id'].values[0]
    
    # Compute the gap between the highest and lowest average salary
    gap = merged_df.loc[oldest_female_highest_avg, 'amount_avg'] - merged_df.loc[oldest_female_lowest_avg, 'amount_avg']
    
    return gap
```"
94,"List out the account numbers of female clients who are oldest and has lowest average salary, calculate the gap between this lowest average salary with the highest average salary?",3,4,baseline,"```python
import pandas as pd

def compute_features(account, card, client, disp, district, loan, order, trans):
    # Joining tables to get required information
    merged_df = pd.merge(account, disp, on='account_id')
    merged_df = pd.merge(merged_df, client, on='client_id')
    merged_df = pd.merge(merged_df, loan, on='account_id')

    # Calculating average salary per client
    avg_salary_per_client = merged_df.groupby('client_id')['amount'].mean().reset_index()

    # Filtering for female clients
    female_clients = avg_salary_per_client[avg_salary_per_client['gender'] == 'F']

    # Getting the oldest female client
    oldest_female_client = female_clients.sort_values(by='birth_date').head(1)

    # Getting the youngest female client
    youngest_female_client = female_clients.sort_values(by='birth_date', ascending=False).head(1)

    # Getting the account numbers for the oldest and youngest female clients
    oldest_account_number = oldest_female_client['account_id']
    youngest_account_number = youngest_female_client['account_id']

    # Calculating the gap between the lowest and highest average salary
    min_avg_salary = female_clients['amount'].min()
    max_avg_salary = female_clients['amount'].max()
    gap = max_avg_salary - min_avg_salary

    return oldest_account_number, youngest_account_number, gap
```"
95,List out the account numbers of clients who are youngest and have highest average salary?,3,0,baseline,"```python
import pandas as pd

def get_youngest_highest_salary_accounts(account, client):
    # Merge account and client tables on client_id to get birth_date
    merged_df = pd.merge(account, client, left_on='client_id', right_index=True)
    
    # Calculate age in years from birth_date
    merged_df['age'] = (pd.to_datetime('now') - pd.to_datetime(merged_df['birth_date'], errors='coerce')).dt.days / 365
    
    # Group by account_id and calculate average age for each group
    avg_age_per_account = merged_df.groupby('account_id')['age'].mean().reset_index()
    
    # Get accounts with minimum age
    min_age_accounts = avg_age_per_account.loc[avg_age_per_account['age'] == avg_age_per_account['age'].min()]['account_id']
    
    # Filter original DataFrame to keep only accounts with minimum age
    result_df = merged_df[merged_df['account_id'].isin(min_age_accounts)]
    
    # Calculate average salary per account
    avg_salary_per_account = result_df.groupby('account_id')['amount'].mean().reset_index()
    
    # Get accounts with maximum average salary
    max_avg_salary_accounts = avg_salary_per_account.loc[avg_salary_per_account['amount'] == avg_salary_per_account['amount'].max()]['account_id']
    
    return max_avg_salary_accounts
```"
95,List out the account numbers of clients who are youngest and have highest average salary?,3,1,baseline,"```python
import pandas as pd

def youngest_highest_salary_accounts(account, client):
    # Merge account and client dataframes on client_id to get client details for each account
    merged_data = pd.merge(account, client, left_on='client_id', right_index=True)

    # Calculate age in years from birth_date to the max date in the dataset
    merged_data['age'] = (merged_data['date'].max() - merged_data['birth_date']).dt.days // 365
    
    # Group by account_id and calculate average salary for each account
    avg_salary_per_account = merged_data.groupby('account_id')['amount'].mean().reset_index()
    
    # Merge back to get the full account details including age and average salary
    merged_with_avg_salary = pd.merge(account, avg_salary_per_account, on='account_id')
    
    # Sort by age in ascending and average salary in descending
    sorted_data = merged_with_avg_salary.sort_values(by=['age', 'amount'], ascending=[True, False])
    
    # Get the account numbers of the youngest and highest average salary
    result = sorted_data[['account_id']].drop_duplicates().head(1)['account_id']
    
    return result
```"
95,List out the account numbers of clients who are youngest and have highest average salary?,3,2,baseline,"```python
import pandas as pd

def get_youngest_highest_salary_accounts(client, district):
    # Merge client and district dataframes to get age information
    merged_df = pd.merge(client, district, how='left', left_on='district_id', right_on='district_id')
    
    # Calculate age from birth_date
    merged_df['age'] = (pd.to_datetime('now') - pd.to_datetime(merged_df['birth_date'], errors='coerce')).dt.days // 365
    
    # Group by client_id and calculate average salary based on age
    avg_salary_by_age = merged_df.groupby('client_id')['A1'].mean().reset_index()
    
    # Find the minimum age
    min_age = avg_salary_by_age['A1'].min()
    
    # Filter clients with minimum age
    young_clients = avg_salary_by_age[avg_salary_by_age['A1'] == min_age]['client_id']
    
    return young_clients.tolist()
```"
95,List out the account numbers of clients who are youngest and have highest average salary?,3,3,baseline,"```python
import pandas as pd

def get_youngest_highest_salary_accounts(account, client):
    # Merge the account and client dataframes on account_id
    merged_df = pd.merge(account, client, left_on='account_id', right_on='client_id')
    
    # Calculate age in years from birth_date to current date (assuming today's date is used)
    merged_df['age'] = (pd.to_datetime('today') - pd.to_datetime(merged_df['birth_date'])).astype('<m8[Y]')
    
    # Group by account_id and calculate the average salary
    avg_salary_by_account = merged_df.groupby('account_id')['amount'].mean().reset_index()
    
    # Find the maximum average salary
    max_avg_salary = avg_salary_by_account['amount'].max()
    
    # Filter accounts with the maximum average salary
    result_df = avg_salary_by_account[avg_salary_by_account['amount'] == max_avg_salary]
    
    # Return the account_ids
    return result_df[['account_id']]
```"
95,List out the account numbers of clients who are youngest and have highest average salary?,3,4,baseline,"```python
import pandas as pd

def get_youngest_highest_salary_accounts(client, account):
    # Merge client and account dataframes on client_id
    merged_df = pd.merge(client, account, left_on='client_id', right_on='client_id')
    
    # Calculate age in years
    merged_df['age'] = (pd.to_datetime('now') - pd.to_datetime(merged_df['birth_date'])).astype('<m8[Y]')
    
    # Group by account_id and calculate mean salary per account
    avg_salary_per_account = merged_df.groupby('account_id')['amount'].mean().reset_index()
    
    # Merge back to find the youngest client's account with highest average salary
    result_df = pd.merge(avg_salary_per_account, merged_df, left_on='account_id', right_on='account_id')
    
    # Find the max average salary
    max_avg_salary = result_df['amount_y'].max()
    
    # Filter accounts where average salary equals the max value
    final_accounts = result_df[result_df['amount_y'] == max_avg_salary]['account_id_x']
    
    return final_accounts.tolist()
```"
96,How many customers who choose statement of weekly issuance are Owner?,1,0,baseline,"```python
import pandas as pd

def count_owner_customers(account, client):
    # Merge account and client tables on client_id
    merged_df = pd.merge(account, client, left_on='district_id', right_on='district_id')
    
    # Filter rows where type is 'Owner' and frequency is 2 (weekly)
    filtered_df = merged_df[(merged_df['type'] == 'Owner') & (merged_df['frequency'] == 2)]
    
    # Get unique client IDs from the filtered DataFrame
    owner_customer_ids = filtered_df['client_id'].unique()
    
    return len(owner_customer_ids)
```"
96,How many customers who choose statement of weekly issuance are Owner?,1,1,baseline,"```python
import pandas as pd

def calculate_feature(client, card):
    # Merge client and card tables on 'client_id' to get the card details per client
    merged_df = pd.merge(client, card, left_on='client_id', right_on='disp_id')
    
    # Filter rows where card type is 'Owner'
    owner_cards = merged_df[merged_df['type'] == 'OWNER']
    
    # Count the number of unique clients who have an 'Owner' card
    result = len(owner_cards['client_id'].unique())
    
    return result
```"
96,How many customers who choose statement of weekly issuance are Owner?,1,2,baseline,"```python
import pandas as pd

def count_owner_customers(account, client, disp):
    # Merge account and disp tables to get the type of each account
    merged = pd.merge(account, disp, how='inner', on='account_id')
    
    # Filter the merged table to only include accounts where the type is 'OWNER'
    owner_accounts = merged[merged['type'] == 'OWNER']
    
    # Count the number of unique clients who have an OWNER account
    num_owner_customers = owner_accounts['client_id'].nunique()
    
    return num_owner_customers
```"
