file,phase,condition,model,question_id,repeat_idx,hop_diameter,gold_has_disp,step1_status,n_merge,exec_ok,err,value_match,label_exec,label_static,why
qwen_before_baseline,before,baseline,qwen,91,4,0,False,ok,0,False,exec_error: TypeError: Cannot perform reduction 'mean' with string dtype,,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,92,0,1,False,ok,0,False,exec_error: KeyError: 'account_id',,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,92,1,1,False,ok,1,False,exec_error: KeyError: 'client_id',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,92,2,1,False,ok,1,False,exec_error: KeyError: 'client_id',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,92,3,1,False,ok,0,False,exec_error: AttributeError: 'Series' object has no attribute 'days',,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,92,4,1,False,ok,1,False,exec_error: KeyError: 'client_id',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,93,0,1,False,ok,1,False,exec_error: KeyError: 'amount',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,93,1,1,False,ok,1,False,exec_error: KeyError: 'A1',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,93,2,1,False,ok,1,False,exec_error: KeyError: 'account_id',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,93,3,1,False,ok,0,False,exec_error: KeyError: 'A1',,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,93,4,1,False,ok,0,True,,False,AA,AA,semantic
qwen_before_baseline,before,baseline,qwen,94,0,3,True,ok,1,False,exec_error: KeyError: 'Column not found: amount',,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,94,1,3,True,ok,1,False,exec_error: KeyError: 'client_id',,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,94,2,3,True,ok,1,False,exec_error: KeyError: 'account_id',,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,94,3,3,True,ok,2,False,exec_error: KeyError: 'Column not found: amount',,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,94,4,3,True,ok,1,False,exec_error: KeyError: 'client_id',,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,95,0,3,True,ok,1,False,exec_error: AttributeError: 'Series' object has no attribute 'days',,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,95,1,3,True,ok,1,False,exec_error: NameError: name 'clients' is not defined,,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,95,2,3,True,ok,1,False,exec_error: AttributeError: 'Series' object has no attribute 'days',,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,95,3,3,True,ok,1,False,"exec_error: ValueError: Cannot convert from timedelta64[us] to timedelta64[Y]. Supported resolutions are 's', 'ms', 'us', 'ns'",,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,95,4,3,True,ok,0,False,exec_error: KeyError: 'client_id',,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,96,0,1,True,ok,3,False,exec_error: KeyError: 'card_id',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,96,1,1,True,ok,1,False,exec_error: KeyError: 'issued',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,96,2,1,True,ok,1,True,,False,FA,FA,semantic
qwen_before_baseline,before,baseline,qwen,96,3,1,True,ok,2,True,,False,FA,FA,semantic
qwen_before_baseline,before,baseline,qwen,96,4,1,True,ok,1,False,exec_error: KeyError: 'frequency',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,97,0,1,True,ok,2,True,,False,FA,FA,semantic
qwen_before_baseline,before,baseline,qwen,97,1,1,True,ok,3,False,exec_error: KeyError: 'type',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,97,2,1,True,ok,4,True,,False,FA,FA,semantic
qwen_before_baseline,before,baseline,qwen,97,3,1,True,ok,1,False,exec_error: KeyError: 'client_id',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,97,4,1,True,ok,3,True,,False,FA,FA,semantic
qwen_before_baseline,before,baseline,qwen,98,0,1,False,ok,2,False,exec_error: AttributeError: 'Series' object has no attribute 'join',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,98,1,1,False,ok,1,False,exec_error: AttributeError: 'Series' object has no attribute 'join',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,98,2,1,False,ok,1,False,exec_error: AttributeError: 'Series' object has no attribute 'merge',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,98,3,1,False,ok,2,False,"exec_error: AttributeError: Can only use .str accessor with string values, not datetime64",,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,98,4,1,False,ok,0,True,,False,AA,AA,semantic
qwen_before_baseline,before,baseline,qwen,99,0,1,False,ok,2,False,"exec_error: KeyError: ""['client_id', 'date'] not in index""",,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,99,1,1,False,ok,1,False,exec_error: KeyError: 'date',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,99,2,1,False,ok,2,False,exec_error: KeyError: 'status',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,99,3,1,False,ok,2,False,exec_error: KeyError: 'date',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,99,4,1,False,ok,1,True,,False,FA,FA,semantic
qwen_before_baseline,before,baseline,qwen,100,0,1,False,ok,0,False,exec_error: KeyError: 'account_id',,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,100,1,1,False,ok,1,False,exec_error: KeyError: 'client_id',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,100,2,1,False,ok,0,True,,False,AA,AA,semantic
qwen_before_baseline,before,baseline,qwen,100,3,1,False,ok,0,False,exec_error: KeyError: 'account_id',,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,100,4,1,False,ok,0,False,exec_error: KeyError: 'account_id',,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,101,0,0,False,ok,0,True,,False,FA,FA,semantic
qwen_before_baseline,before,baseline,qwen,101,1,0,False,ok,0,True,,False,FA,FA,semantic
qwen_before_baseline,before,baseline,qwen,101,2,0,False,ok,0,True,,False,FA,FA,semantic
qwen_before_baseline,before,baseline,qwen,101,3,0,False,ok,0,False,"exec_error: AttributeError: Can only use .str accessor with string values, not datetime64",,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,101,4,0,False,ok,0,True,,False,FA,FA,semantic
qwen_before_baseline,before,baseline,qwen,102,0,1,False,ok,1,True,,False,FA,FA,semantic
qwen_before_baseline,before,baseline,qwen,102,1,1,False,ok,1,True,,False,FA,FA,semantic
qwen_before_baseline,before,baseline,qwen,102,2,1,False,ok,1,True,,False,FA,FA,semantic
qwen_before_baseline,before,baseline,qwen,102,3,1,False,ok,0,True,,False,AA,AA,semantic
qwen_before_baseline,before,baseline,qwen,102,4,1,False,ok,1,True,,False,FA,FA,semantic
qwen_before_baseline,before,baseline,qwen,103,0,2,True,ok,0,False,exec_error: KeyError: 'client_id',,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,103,1,2,True,ok,0,False,exec_error: KeyError: 'client_id',,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,103,2,2,True,ok,0,False,exec_error: KeyError: 'client_id',,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,103,3,2,True,ok,0,False,exec_error: AttributeError: Can only use .dt accessor with datetimelike values,,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,103,4,2,True,ok,0,False,exec_error: KeyError: 'date',,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,104,0,1,False,ok,0,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,104,1,1,False,ok,0,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,104,2,1,False,ok,0,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,104,3,1,False,ok,0,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,104,4,1,False,ok,0,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,105,0,1,False,ok,0,False,exec_error: IndexError: single positional indexer is out-of-bounds,,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,105,1,1,False,ok,1,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,105,2,1,False,ok,1,False,exec_error: KeyError: 'date',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,105,3,1,False,ok,0,True,,False,AA,AA,semantic
qwen_before_baseline,before,baseline,qwen,105,4,1,False,ok,0,False,exec_error: IndexError: index 0 is out of bounds for axis 0 with size 0,,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,106,0,3,True,ok,0,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,106,1,3,True,ok,0,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,106,2,3,True,ok,2,False,exec_error: KeyError: 'account_id',,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,106,3,3,True,ok,1,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,106,4,3,True,ok,0,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,107,0,1,False,ok,1,False,exec_error: KeyError: 'Column not found: amount',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,107,1,1,False,ok,0,False,exec_error: IndexError: single positional indexer is out-of-bounds,,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,107,2,1,False,ok,1,False,exec_error: KeyError: 'account_id',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,107,3,1,False,ok,1,False,exec_error: ValueError: You are trying to merge on int64 and str columns for key 'district_id'. If you wish to proceed you should use pd.concat,,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,107,4,1,False,ok,0,False,exec_error: KeyError: 'Column not found: A1',,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,108,0,2,False,ok,0,True,,True,AA,AA,success
qwen_before_baseline,before,baseline,qwen,108,1,2,False,ok,3,False,exec_error: KeyError: 'client_id',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,108,2,2,False,ok,1,True,,False,AA,AA,semantic
qwen_before_baseline,before,baseline,qwen,108,3,2,False,ok,0,True,,True,AA,AA,success
qwen_before_baseline,before,baseline,qwen,108,4,2,False,ok,3,False,exec_error: KeyError: 'Column not found: amount',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,109,0,1,False,ok,1,False,exec_error: KeyError: 'A1',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,109,1,1,False,ok,0,True,,False,AA,AA,semantic
qwen_before_baseline,before,baseline,qwen,109,2,1,False,ok,0,False,exec_error: IndexError: index 0 is out of bounds for axis 0 with size 0,,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,109,3,1,False,ok,0,False,exec_error: IndexError: index 0 is out of bounds for axis 0 with size 0,,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,109,4,1,False,ok,0,True,,False,AA,AA,semantic
qwen_before_baseline,before,baseline,qwen,110,0,2,True,ok,1,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,110,1,2,True,ok,1,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,110,2,2,True,ok,0,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,110,3,2,True,ok,1,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,110,4,2,True,ok,2,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,111,0,1,False,ok,0,True,,True,AA,AA,success
qwen_before_baseline,before,baseline,qwen,111,1,1,False,ok,0,True,,False,AA,AA,semantic
qwen_before_baseline,before,baseline,qwen,111,2,1,False,ok,0,True,,True,AA,AA,success
qwen_before_baseline,before,baseline,qwen,111,3,1,False,ok,0,True,,False,AA,AA,semantic
qwen_before_baseline,before,baseline,qwen,111,4,1,False,ok,0,False,exec_error: KeyError: 'A1',,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,112,0,1,False,ok,0,False,exec_error: KeyError: 'account_id',,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,112,1,1,False,ok,0,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,112,2,1,False,ok,1,False,exec_error: KeyError: 'account_id',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,112,3,1,False,ok,0,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,112,4,1,False,ok,0,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,113,0,3,True,ok,1,False,exec_error: KeyError: 'account_id',,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,113,1,3,True,ok,1,False,exec_error: KeyError: 'account_id',,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,113,2,3,True,ok,1,True,,False,AA,AA,semantic
qwen_before_baseline,before,baseline,qwen,113,3,3,True,ok,0,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,113,4,3,True,ok,1,False,exec_error: KeyError: 'account_id',,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,114,0,1,False,ok,1,False,exec_error: KeyError: 'A1',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,114,1,1,False,ok,0,False,"exec_error: KeyError: ""['client_id'] not in index""",,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,114,2,1,False,ok,0,False,exec_error: KeyError: 'A1',,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,114,3,1,False,ok,0,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,114,4,1,False,ok,0,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,115,0,1,False,ok,0,False,exec_error: ValueError: attempt to get argmax of an empty sequence,,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,115,1,1,False,ok,1,True,,False,FA,FA,semantic
qwen_before_baseline,before,baseline,qwen,115,2,1,False,ok,1,False,exec_error: ZeroDivisionError: division by zero,,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,115,3,1,False,ok,0,False,exec_error: KeyError: 'A1',,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,115,4,1,False,ok,1,False,exec_error: IndexError: index 0 is out of bounds for axis 0 with size 0,,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,116,0,2,False,ok,2,True,,False,FA,FA,semantic
qwen_before_baseline,before,baseline,qwen,116,1,2,False,ok,0,False,exec_error: KeyError: 'client_id',,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,116,2,2,False,ok,2,False,exec_error: NameError: name 'loan_data' is not defined,,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,116,3,2,False,ok,2,False,exec_error: KeyError: 'client_id',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,116,4,2,False,ok,3,False,exec_error: KeyError: 'client_id',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,117,0,0,False,ok,0,True,,False,FA,FA,semantic
qwen_before_baseline,before,baseline,qwen,117,1,0,False,ok,0,True,,False,FA,FA,semantic
qwen_before_baseline,before,baseline,qwen,117,2,0,False,ok,0,True,,False,FA,FA,semantic
qwen_before_baseline,before,baseline,qwen,117,3,0,False,ok,1,False,exec_error: NameError: name 'payments' is not defined,,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,117,4,0,False,ok,0,True,,False,FA,FA,semantic
qwen_before_baseline,before,baseline,qwen,118,0,0,False,ok,0,True,,False,FA,FA,semantic
qwen_before_baseline,before,baseline,qwen,118,1,0,False,ok,0,False,exec_error: AttributeError: 'numpy.ndarray' object has no attribute 'isin',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,118,2,0,False,ok,0,True,,False,FA,FA,semantic
qwen_before_baseline,before,baseline,qwen,118,3,0,False,ok,0,True,,False,FA,FA,semantic
qwen_before_baseline,before,baseline,qwen,118,4,0,False,ok,0,True,,False,FA,FA,semantic
qwen_before_baseline,before,baseline,qwen,119,0,1,False,ok,1,True,,False,FA,FA,semantic
qwen_before_baseline,before,baseline,qwen,119,1,1,False,ok,2,False,exec_error: KeyError: 'client_id',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,119,2,1,False,ok,2,False,exec_error: KeyError: 'client_id',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,119,3,1,False,ok,1,False,"exec_error: KeyError: ""['A1'] not in index""",,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,119,4,1,False,ok,4,False,exec_error: KeyError: 'date',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,120,0,1,False,ok,0,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,120,1,1,False,ok,0,False,exec_error: KeyError: 'A1',,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,120,2,1,False,ok,1,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,120,3,1,False,ok,1,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,120,4,1,False,ok,2,False,exec_error: KeyError: 'A1',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,121,0,1,False,ok,0,True,,True,AA,AA,success
qwen_before_baseline,before,baseline,qwen,121,1,1,False,ok,0,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,121,2,1,False,ok,0,True,,False,AA,AA,semantic
qwen_before_baseline,before,baseline,qwen,121,3,1,False,ok,0,True,,True,AA,AA,success
qwen_before_baseline,before,baseline,qwen,121,4,1,False,ok,0,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,122,0,2,False,ok,2,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,122,1,2,False,ok,2,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,122,2,2,False,ok,1,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,122,3,2,False,ok,0,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,122,4,2,False,ok,2,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,123,0,2,False,ok,1,True,,False,AA,AA,semantic
qwen_before_baseline,before,baseline,qwen,123,1,2,False,ok,1,False,exec_error: KeyError: 'loan',,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,123,2,2,False,ok,1,False,"exec_error: KeyError: ""['A2'] not in index""",,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,123,3,2,False,ok,1,True,,False,AA,AA,semantic
qwen_before_baseline,before,baseline,qwen,123,4,2,False,ok,1,False,exec_error: KeyError: 'amount',,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,124,0,2,False,ok,1,True,,False,AA,AA,semantic
qwen_before_baseline,before,baseline,qwen,124,1,2,False,ok,2,True,,False,FA,FA,semantic
qwen_before_baseline,before,baseline,qwen,124,2,2,False,ok,1,False,exec_error: KeyError: 'account_id',,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,124,3,2,False,ok,2,False,exec_error: TypeError: dtype 'str' does not support operation 'mean',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,124,4,2,False,ok,2,False,exec_error: KeyError: 'A2',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,125,0,2,False,ok,2,False,exec_error: KeyError: 'account_id',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,125,1,2,False,ok,1,False,exec_error: KeyError: 'account_id',,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,125,2,2,False,ok,1,False,exec_error: KeyError: 'account_id',,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,125,3,2,False,ok,5,False,exec_error: KeyError: 'client_id',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,125,4,2,False,ok,1,False,exec_error: KeyError: 'account_id',,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,126,0,1,False,ok,0,True,,False,AA,AA,semantic
qwen_before_baseline,before,baseline,qwen,126,1,1,False,ok,0,True,,False,AA,AA,semantic
qwen_before_baseline,before,baseline,qwen,126,2,1,False,ok,0,True,,True,AA,AA,success
qwen_before_baseline,before,baseline,qwen,126,3,1,False,ok,1,True,,False,FA,FA,semantic
qwen_before_baseline,before,baseline,qwen,126,4,1,False,ok,1,True,,False,FA,FA,semantic
qwen_before_baseline,before,baseline,qwen,127,0,0,False,ok,1,False,exec_error: KeyError: 'account_id',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,127,1,0,False,ok,1,False,exec_error: KeyError: 'account_id',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,127,2,0,False,ok,0,False,exec_error: KeyError: 'account_id',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,127,3,0,False,ok,0,False,exec_error: KeyError: 'account_id',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,127,4,0,False,ok,0,False,exec_error: AttributeError: Can only use .dt accessor with datetimelike values,,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,128,0,1,False,ok,1,False,"exec_error: TypeError: cannot do positional indexing on Index with these indexers [      account_id  district_id         frequency       date
0              1           18  ",,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,128,1,1,False,ok,1,False,"exec_error: TypeError: cannot do positional indexing on Index with these indexers [      account_id  district_id         frequency       date
0              1           18  ",,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,128,2,1,False,ok,1,False,exec_error: KeyError: 'account_id',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,128,3,1,False,ok,1,False,exec_error: KeyError: 'client_id',,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,128,4,1,False,ok,1,False,"exec_error: TypeError: cannot do positional indexing on Index with these indexers [      account_id  district_id         frequency       date
0              1           18  ",,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,129,0,2,False,ok,2,False,"exec_error: KeyError: ""['A1'] not in index""",,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,129,1,2,False,ok,2,False,"exec_error: KeyError: ""['A1'] not in index""",,FA,FA,exec_error
qwen_before_baseline,before,baseline,qwen,129,2,2,False,ok,2,True,,False,FA,FA,semantic
qwen_before_baseline,before,baseline,qwen,129,3,2,False,ok,1,False,exec_error: KeyError: 'type',,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,129,4,2,False,ok,1,True,,False,AA,AA,semantic
qwen_before_baseline,before,baseline,qwen,130,0,2,True,ok,1,False,exec_error: KeyError: 'account_id',,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,130,1,2,True,ok,0,False,exec_error: KeyError: 'client_id',,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,130,2,2,True,ok,0,False,exec_error: KeyError: 'account_id',,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,130,3,2,True,ok,0,False,exec_error: KeyError: 'account_id',,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,130,4,2,True,ok,0,False,exec_error: KeyError: 'account_id',,FA,AA,exec_error
qwen_before_baseline,before,baseline,qwen,131,0,2,False,ok,1,False,exec_error: ValueError: attempt to get argmax of an empty sequence,,FA,AA,exec_error
