question_id,question,hop_diameter,repeat_idx,condition,qwen_response
92,List out the no. of districts that have female average salary is more than 6000 but less than 10000?,1,1,adaptive,"```python
import pandas as pd

def calculate_districts(df_client, df_district):
    # Merge dataframes based on district_id
    merged_df = pd.merge(df_client, df_district, on='district_id')
    
    # Calculate average salary per district
    avg_salary_per_district = merged_df.groupby('district_id')['A2'].mean()
    
    # Filter districts where average salary is between 6000 and 10000
    filtered_districts = avg_salary_per_district[(avg_salary_per_district > 6000) & (avg_salary_per_district < 10000)]
    
    # Return the number of such districts
    return len(filtered_districts)
```"
92,List out the no. of districts that have female average salary is more than 6000 but less than 10000?,1,2,adaptive,"```python
import pandas as pd

def compute_feature(df_client, df_district):
    # Merge the two tables based on district_id
    merged_df = pd.merge(df_client, df_district, on='district_id')
    
    # Calculate the average salary per district
    avg_salary_per_district = merged_df.groupby('A2')['birth_date'].mean().reset_index()
    
    # Filter districts where average salary is between 6000 and 10000
    filtered_df = avg_salary_per_district[(avg_salary_per_district['birth_date'] > 6000) & (avg_salary_per_district['birth_date'] < 10000)]
    
    # Return the number of such districts
    return len(filtered_df)
```"
92,List out the no. of districts that have female average salary is more than 6000 but less than 10000?,1,3,adaptive,"```python
import pandas as pd

def compute_feature(client_df, district_df):
    # Merge client and district dataframes on district_id
    merged_df = pd.merge(client_df, district_df, on='district_id')

    # Filter clients who are female
    female_clients = merged_df[merged_df['gender'] == 'female']

    # Group by district and calculate average salary
    avg_salary_by_district = female_clients.groupby('district_id')['A1'].mean().reset_index()

    # Apply filters to get desired range
    filtered_districts = avg_salary_by_district[(avg_salary_by_district['A1'] > 6000) & (avg_salary_by_district['A1'] < 10000)]

    return len(filtered_districts)
```"
92,List out the no. of districts that have female average salary is more than 6000 but less than 10000?,1,4,adaptive,"```python
import pandas as pd

def compute_feature(client_df, district_df):
    # Merge client and district dataframes on district_id
    merged_df = pd.merge(client_df, district_df, on='district_id')
    
    # Calculate average salary per district
    avg_salary_per_district = merged_df.groupby('district_id')['A1'].mean().reset_index()
    
    # Filter districts where average salary is between 6000 and 10000
    filtered_districts = avg_salary_per_district[(avg_salary_per_district['A1'] > 6000) & (avg_salary_per_district['A1'] < 10000)]
    
    # Count the number of such districts
    result = len(filtered_districts)
    
    return result
```"
93,How many male customers who are living in North Bohemia have average salary greater than 8000?,1,0,adaptive,"```python
import pandas as pd

def calculate_feature(client, district):
    # Merge client and district tables on district_id
    merged_df = pd.merge(client, district, on='district_id')
    
    # Filter for male clients from North Bohemia with average salary > 8000
    filtered_df = merged_df[(merged_df['gender'] == 'male') & 
                           (merged_df['A1'].isin(['North Bohemia'])) &
                           (merged_df['A14'] > 8000)]
    
    # Count the number of such clients
    result = len(filtered_df)
    
    return result
```"
93,How many male customers who are living in North Bohemia have average salary greater than 8000?,1,1,adaptive,"```python
import pandas as pd

def compute_feature(client, district):
    # Merging client and district dataframes on district_id
    merged_df = pd.merge(client, district, on='district_id')
    
    # Filtering rows where gender is 'M' (male), A1 is 'N', and A2 is 'B'
    filtered_df = merged_df[(merged_df['gender'] == 'M') & 
                           (merged_df['A1'] == 'N') & 
                           (merged_df['A2'] == 'B')]
    
    # Calculating average salary
    avg_salary = filtered_df['A3'].mean()
    
    # Checking if average salary is greater than 8000
    result = avg_salary > 8000
    
    return int(result)
```"
93,How many male customers who are living in North Bohemia have average salary greater than 8000?,1,2,adaptive,"```python
import pandas as pd

def compute_feature(client, district):
    # Merge client and district dataframes based on district_id
    merged_df = pd.merge(client, district, how='left', left_on='district_id', right_on='district_id')
    
    # Filter for male customers from North Bohemia with average salary > 8000
    filtered_df = merged_df[(merged_df['gender'] == 'M') & (merged_df['A2'] == 'North Bohemia') & (merged_df['A14'] > 8000)]
    
    # Compute the number of such customers
    result = len(filtered_df)
    
    return result
```"
93,How many male customers who are living in North Bohemia have average salary greater than 8000?,1,3,adaptive,"```python
import pandas as pd

def compute_feature(client, district):
    # Merging the two dataframes based on district_id
    merged_df = pd.merge(client, district, how='inner', on='district_id')
    
    # Filtering the dataframe to only include male clients from North Bohemia
    filtered_df = merged_df[(merged_df['gender'] == 'male') & 
                           (merged_df['A3'] == 'North Bohemia')]
    
    # Calculating the average salary of these clients
    avg_salary = filtered_df['A9'].mean()
    
    return avg_salary > 8000
```"
93,How many male customers who are living in North Bohemia have average salary greater than 8000?,1,4,adaptive,"```python
import pandas as pd

def calculate_feature(client, district):
    # Merge client and district dataframes based on district_id
    merged_df = pd.merge(client, district, how='left', left_on='district_id', right_on='district_id')
    
    # Filter male customers from North Bohemia
    filtered_df = merged_df[(merged_df['gender'] == 'male') & 
                           (merged_df['A2'] == 'North Bohemia')]
    
    # Calculate average salary greater than 8000
    result = filtered_df[filtered_df['A1'] > 8000]['client_id'].count()
    
    return result
```"
94,"List out the account numbers of female clients who are oldest and has lowest average salary, calculate the gap between this lowest average salary with the highest average salary?",3,0,adaptive,"```python
import pandas as pd

def compute_feature(account, district, disp, client, card):
    # Merge dataframes to get necessary information
    merged_df = account.merge(disp, how='left', left_on='account_id', right_on='account_id')
    merged_df = merged_df.merge(client, how='left', left_on='disp_id', right_on='client_id')

    # Filter for female clients
    merged_df = merged_df[merged_df['gender'] == 'F']

    # Calculate age of each client
    merged_df['age'] = 2023 - merged_df['birth_date'].dt.year

    # Group by account number and calculate average salary per account
    avg_salary_per_account = merged_df.groupby('account_id')['salary'].mean().reset_index()

    # Merge back to original dataframe to get full details
    merged_df = merged_df.merge(avg_salary_per_account, how='left', left_on='account_id', right_on='account_id')

    # Sort by age and average salary
    sorted_df = merged_df.sort_values(by=['age', 'salary'])

    # Get the account number with the lowest average salary
    min_avg_salary_acc = sorted_df.iloc[0]['account_id']
    
    # Calculate the gap between the highest and lowest average salary
    max_avg_salary = merged_df['salary'].max()
    min_avg_salary = merged_df['salary'].min()
    gap = max_avg_salary - min_avg_salary
    
    return min_avg_salary_acc, gap
```"
94,"List out the account numbers of female clients who are oldest and has lowest average salary, calculate the gap between this lowest average salary with the highest average salary?",3,1,adaptive,"```python
import pandas as pd

def compute_feature(account, district, disp, client, card):
    # Merging dataframes to get necessary information
    merged_df = pd.merge(account, disp, how='left', left_on='account_id', right_on='account_id')
    merged_df = pd.merge(merged_df, client, how='left', left_on='client_id', right_on='client_id')

    # Filtering for female clients
    merged_df = merged_df[merged_df['gender'] == 'female']

    # Calculating age of clients
    merged_df['age'] = 2023 - merged_df['birth_date'].dt.year

    # Grouping by account number and calculating average salary per account
    avg_salary_per_account = merged_df.groupby('account_id')['salary'].mean().reset_index()

    # Finding the oldest client in each account
    oldest_clients = merged_df.sort_values(by=['account_id', 'age'], ascending=[True, False]).drop_duplicates(subset='account_id', keep='first')

    # Joining the results to get the account numbers of the oldest female clients
    result = pd.merge(oldest_clients[['account_id']], avg_salary_per_account, on='account_id', how='inner')

    # Calculating the difference between the highest and lowest average salary
    diff_avg_salary = result['salary'].max() - result['salary'].min()
    
    return diff_avg_salary
```"
94,"List out the account numbers of female clients who are oldest and has lowest average salary, calculate the gap between this lowest average salary with the highest average salary?",3,2,adaptive,"```python
import pandas as pd

def compute_feature(account, district, disp, client, card):
    # Merge tables to get client details for each account
    merged = pd.merge(account, disp, how='left', on='account_id')
    merged = pd.merge(merged, client, how='left', on='client_id')
    
    # Calculate age in years from birth_date
    merged['age'] = (pd.to_datetime('now') - pd.to_datetime(merged['birth_date'])) // pd.Timedelta(days=365)
    
    # Filter for female clients
    female_clients = merged[merged['gender'] == 'F']
    
    # Group by account_id and calculate average salary
    avg_salary_by_account = female_clients.groupby('account_id')['A1'].mean().reset_index()
    
    # Find the lowest and highest average salaries
    min_avg_salary = avg_salary_by_account['A1'].min()
    max_avg_salary = avg_salary_by_account['A1'].max()
    
    # Calculate the gap
    salary_gap = max_avg_salary - min_avg_salary
    
    return salary_gap
```"
94,"List out the account numbers of female clients who are oldest and has lowest average salary, calculate the gap between this lowest average salary with the highest average salary?",3,3,adaptive,"```python
import pandas as pd

def compute_feature(account, district, disp, client, card):
    # Merging all necessary tables to get the required information
    merged_df = pd.merge(account, disp, how='left', left_on='account_id', right_on='account_id')
    merged_df = pd.merge(merged_df, client, how='left', left_on='client_id', right_on='client_id')

    # Calculating the age of each client
    merged_df['age'] = (pd.Timestamp.now() - pd.to_datetime(merged_df['birth_date'], errors='coerce')).days // 365
    
    # Filtering only female clients
    merged_df = merged_df[merged_df['gender'] == 'F']

    # Grouping by account_id and calculating the average salary
    avg_salary_per_account = merged_df.groupby('account_id')['salary'].mean().reset_index()

    # Getting the minimum and maximum average salary
    min_avg_salary = avg_salary_per_account['salary'].min()
    max_avg_salary = avg_salary_per_account['salary'].max()

    # Calculating the gap
    gap = max_avg_salary - min_avg_salary
    
    return gap
```"
94,"List out the account numbers of female clients who are oldest and has lowest average salary, calculate the gap between this lowest average salary with the highest average salary?",3,4,adaptive,"```python
import pandas as pd

def compute_feature(account, district, disp, client, card):
    # Merge dataframes to get necessary information
    merged_df = pd.merge(account, disp, how='left', left_on='account_id', right_on='account_id')
    merged_df = pd.merge(merged_df, client, how='left', left_on='client_id', right_on='client_id')

    # Filter for female clients
    merged_df = merged_df[merged_df['gender'] == 'female']

    # Calculate average salary per account
    avg_salary_per_account = merged_df.groupby('account_id')['A1'].mean().reset_index()

    # Merge with original data to get full details
    merged_df = pd.merge(avg_salary_per_account, merged_df, how='left', left_on='account_id', right_on='account_id')

    # Get the oldest client (based on birth_date) for each account
    oldest_clients = merged_df.loc[merged_df.groupby('account_id')['birth_date'].idxmin()]

    # Sort by average salary in ascending order and get the lowest average salary
    lowest_avg_salary = oldest_clients.sort_values(by='A1').head(1)['A1'].values[0]

    # Sort by average salary in descending order and get the highest average salary
    highest_avg_salary = oldest_clients.sort_values(by='A1', ascending=False).head(1)['A1'].values[0]

    # Calculate the gap between highest and lowest average salary
    gap = highest_avg_salary - lowest_avg_salary

    return gap
```"
95,List out the account numbers of clients who are youngest and have highest average salary?,3,0,adaptive,"```python
import pandas as pd

def youngest_highest_salary(accounts, client):
    # Merge accounts with client data to get age information
    merged_df = pd.merge(accounts, client, left_on='client_id', right_index=True)
    
    # Calculate age from birth_date
    merged_df['age'] = (pd.to_datetime('now') - pd.to_datetime(merged_df['birth_date'])).dt.days // 365
    
    # Group by account_id and calculate average salary
    avg_salary_by_account = merged_df.groupby('account_id').agg({'balance': 'mean'}).reset_index()
    
    # Join back to original data to get the youngest clients
    merged_df = pd.merge(merged_df, avg_salary_by_account, on='account_id')
    
    # Find the youngest age
    youngest_age = merged_df['age'].min()
    
    # Filter for youngest clients and highest average salary
    result = merged_df[(merged_df['age'] == youngest_age) & (merged_df['balance'] == merged_df['balance'].max())]['account_id']
    
    return result.tolist()
```"
95,List out the account numbers of clients who are youngest and have highest average salary?,3,1,adaptive,"```python
import pandas as pd

def youngest_highest_salary_accounts(account, disp, client):
    # Merge account and disp tables on account_id
    merged_disp = pd.merge(account, disp, how='inner', on='account_id')
    
    # Merge merged_disp and client tables on client_id
    merged_client = pd.merge(merged_disp, client, how='inner', on='client_id')
    
    # Calculate age from birth_date
    merged_client['age'] = (pd.to_datetime('now') - pd.to_datetime(merged_client['birth_date'], errors='coerce')).dt.days // 365
    
    # Group by account_id and calculate average salary
    avg_salary = merged_client.groupby('account_id')['A1'].mean().reset_index()
    
    # Join to get full information
    result = pd.merge(avg_salary, merged_client[['account_id', 'age']], how='inner', on='account_id')
    
    # Sort by age in ascending order and then by average salary in descending order
    sorted_result = result.sort_values(by=['age', 'A1'], ascending=[True, False])
    
    # Select the first row which is the youngest with highest average salary
    youngest_highest_salary_account = sorted_result.iloc[0]['account_id']
    
    return youngest_highest_salary_account
```"
95,List out the account numbers of clients who are youngest and have highest average salary?,3,2,adaptive,"```python
import pandas as pd

def youngest_highest_salary_accounts(account, disp, client):
    # Merge account and disp tables to get account details for each disp
    merged_disp = pd.merge(account, disp, on='account_id')
    
    # Merge merged_disp with client table to get client details for each disp
    merged_client = pd.merge(merged_disp, client, left_on='client_id', right_on='client_id')
    
    # Calculate age from birth_date
    merged_client['age'] = (pd.Timestamp.now() - pd.to_datetime(merged_client['birth_date'])).days // 365
    
    # Group by client_id and calculate average salary per client
    avg_salary_per_client = merged_client.groupby('client_id')['salary'].mean().reset_index()
    
    # Join back to get full information for each client's accounts
    result = pd.merge(avg_salary_per_client, merged_client, on='client_id')
    
    # Sort by age in ascending order and then by average salary in descending order
    sorted_result = result.sort_values(by=['age', 'salary'], ascending=[True, False])
    
    # Get the top record which is the youngest and has highest average salary
    youngest_highest_salary = sorted_result.iloc[0]['account_id']
    
    return pd.DataFrame({'youngest_highest_salary_account': [youngest_highest_salary]})
```"
95,List out the account numbers of clients who are youngest and have highest average salary?,3,3,adaptive,"```python
import pandas as pd

def compute_feature(account, disp, client):
    # Merge tables to get client information for each account
    merged = pd.merge(account, disp, on='account_id')
    merged = pd.merge(merged, client, on='client_id')

    # Calculate age in years
    merged['age'] = (pd.to_datetime('now') - pd.to_datetime(merged['birth_date'], format='%Y-%m-%d')).astype('<m8[Y]')

    # Calculate average salary per account
    avg_salary_per_account = merged.groupby('account_id')['salary'].mean().reset_index()

    # Join back to get complete data
    merged = pd.merge(merged, avg_salary_per_account, on='account_id', suffixes=('', '_avg'))

    # Filter for youngest and highest average salary
    youngest_highest_avg = merged.loc[(merged['age'] == merged['age'].min()) & 
                                     (merged['salary_avg'] == merged['salary_avg'].max())]

    return youngest_highest_avg[['account_id']]
```"
95,List out the account numbers of clients who are youngest and have highest average salary?,3,4,adaptive,"```python
import pandas as pd

def get_youngest_highest_salary_accounts(account, client):
    # Merge the two tables based on the common column 'client_id'
    merged = pd.merge(account, client, how='inner', left_on='account_id', right_on='client_id')

    # Calculate the age of each client in years
    merged['age'] = (pd.Timestamp.now() - pd.to_datetime(merged['birth_date'], format='%Y-%m-%d')).days // 365
    
    # Group by 'district_id' and calculate the average age and total income within each district
    avg_age_income = merged.groupby('district_id').agg({'age': 'mean', 'frequency': 'sum'}).reset_index()

    # Sort districts by average age in ascending order and total income in descending order
    sorted_districts = avg_age_income.sort_values(by=['age', 'frequency'], ascending=[True, False])

    # Get the top district with the youngest and highest average salary
    top_district = sorted_districts.iloc[0]['district_id']

    # Filter accounts to only include those from the top district
    result = merged[merged['district_id'] == top_district][['account_id']]
    
    return result
```"
96,How many customers who choose statement of weekly issuance are Owner?,1,0,adaptive,"```python
import pandas as pd

def compute_feature(account, disp):
    # Merge the two tables on 'account_id'
    merged_df = pd.merge(account, disp, on='account_id')
    
    # Filter rows where 'type' is 'Owner' and 'frequency' is 'weekly'
    filtered_df = merged_df[(merged_df['type'] == 'Owner') & (merged_df['frequency'] == 'weekly')]
    
    # Count the number of unique customer IDs in the filtered DataFrame
    num_customers = filtered_df['client_id'].nunique()
    
    return num_customers
```"
96,How many customers who choose statement of weekly issuance are Owner?,1,1,adaptive,"```python
import pandas as pd

def compute_feature(account, disp):
    # Merge account and disp tables based on account_id
    merged_table = pd.merge(account, disp, how='inner', left_on='account_id', right_on='account_id')

    # Filter rows where frequency is 'weekly' and type is 'OWNER'
    filtered_table = merged_table[(merged_table['frequency'] == 'weekly') & (merged_table['type'] == 'OWNER')]

    # Count distinct client_ids from the filtered table
    result = len(filtered_table['client_id'].unique())

    return result
```"
96,How many customers who choose statement of weekly issuance are Owner?,1,2,adaptive,"```python
import pandas as pd

def calculate_feature(account, disp):
    # Merge account and disp tables based on account_id
    merged_df = pd.merge(account, disp, how='inner', left_on='account_id', right_on='account_id')
    
    # Filter rows where frequency is 'weekly' and type is 'Owner'
    filtered_df = merged_df[(merged_df['frequency'] == 'weekly') & (merged_df['type'] == 'OWNER')]
    
    # Count distinct clients
    result = len(filtered_df['client_id'].unique())
    
    return result
```"
96,How many customers who choose statement of weekly issuance are Owner?,1,3,adaptive,"```python
import pandas as pd

def compute_feature(account, disp):
    # Merge the 'account' and 'disp' tables on 'account_id'
    merged = pd.merge(account, disp, on='account_id')
    
    # Filter rows where 'type' is 'Owner' and 'frequency' is 'weekly'
    filtered = merged[(merged['type'] == 'Owner') & (merged['frequency'] == 'weekly')]
    
    # Count the number of unique 'client_id's in the filtered DataFrame
    result = len(filtered['client_id'].unique())
    
    return result
```"
96,How many customers who choose statement of weekly issuance are Owner?,1,4,adaptive,"```python
import pandas as pd

def calculate_owner_customers(account, disp):
    # Merge account and disp tables on account_id
    merged_df = pd.merge(account, disp, how='inner', on='account_id')
    
    # Filter rows where type is 'OWNER' and frequency is 7 (weekly)
    filtered_df = merged_df[(merged_df['type'] == 'OWNER') & (merged_df['frequency'] == 7)]
    
    # Count unique customer IDs
    owner_customers_count = len(filtered_df['client_id'].unique())
    
    return owner_customers_count
```"
97,List out the id number of client who choose statement of issuance after transaction are Disponent?,1,0,adaptive,"```python
import pandas as pd

def feature_engineering(account, disp):
    # Merge the 'account' and 'disp' tables based on 'account_id'
    merged_table = pd.merge(account, disp, on='account_id', how='inner')
    
    # Filter rows where 'type' is 'Dispositif'
    filtered_table = merged_table[merged_table['type'] == 'Dispositif']
    
    # Select distinct 'client_id'
    result = filtered_table[['client_id']].drop_duplicates()
    
    return result
```"
97,List out the id number of client who choose statement of issuance after transaction are Disponent?,1,1,adaptive,"```python
import pandas as pd

def compute_feature(account, disp):
    # Merge account and disp tables on account_id column
    merged_df = pd.merge(account, disp, on='account_id')
    
    # Filter rows where disp.type is 'dispo' (Disponant)
    disponant_rows = merged_df[merged_df['type'] == 'dispo']
    
    # Select unique client_id from filtered rows
    result = disponant_rows[['client_id']].drop_duplicates()
    
    return result
```"
97,List out the id number of client who choose statement of issuance after transaction are Disponent?,1,2,adaptive,"```python
import pandas as pd

def get_clients_who_choose_statement_of_issuance_after_transaction_are_disponent(account, disp):
    # Merge account and disp tables on account_id column
    merged_df = pd.merge(account, disp, on='account_id', how='inner')
    
    # Filter rows where type is 'Disponent'
    disponent_df = merged_df[merged_df['type'] == 'Disponent']
    
    # Get unique client_ids from the filtered DataFrame
    result = disponent_df[['client_id']].drop_duplicates()
    
    return result
```"
97,List out the id number of client who choose statement of issuance after transaction are Disponent?,1,3,adaptive,"```python
import pandas as pd

def get_clients_who_choose_statement_of_issuance_after_transaction_are_disponent(account, disp):
    # Merge account and disp tables on account_id
    merged_table = pd.merge(account, disp, how='left', on='account_id')
    
    # Filter rows where type is 'Dispositon'
    filtered_table = merged_table[merged_table['type'] == 'Dispositon']
    
    # Select unique client_ids from the filtered table
    result = filtered_table[['client_id']].drop_duplicates()
    
    return result
```"
97,List out the id number of client who choose statement of issuance after transaction are Disponent?,1,4,adaptive,"```python
import pandas as pd

def get_client_ids():
    # Merge disp and account tables on account_id
    merged_df = pd.merge(disp, account, on='account_id')
    
    # Filter rows where type is 'Dispositif'
    filtered_df = merged_df[merged_df['type'] == 'Dispositif']
    
    # Select unique client_ids
    result = filtered_df[['client_id']].drop_duplicates()
    
    return result
```"
98,"Among the accounts who have approved loan date in 1997, list out the accounts that have the lowest approved amount and choose weekly issuance statement.",1,0,adaptive,"```python
import pandas as pd

def compute_feature(loan, account):
    # Filter loans from 1997
    filtered_loans = loan[loan['date'].str.startswith('1997')]
    
    # Merge with account data to get district_id
    merged_data = pd.merge(filtered_loans, account, on='account_id')
    
    # Filter approved loans
    approved_loans = merged_data[merged_loans['status'] == 'approved']
    
    # Find minimum approved amount per account
    min_amounts = approved_loans.groupby('account_id')['amount'].min().reset_index()
    
    # Merge with original data to get details of minimum amounts
    result = pd.merge(min_amounts, approved_loans, on=['account_id', 'amount'], how='inner')
    
    return result[['account_id', 'district_id', 'frequency', 'date']]
```"
98,"Among the accounts who have approved loan date in 1997, list out the accounts that have the lowest approved amount and choose weekly issuance statement.",1,1,adaptive,"```python
import pandas as pd

def compute_feature(loan, account):
    # Filter loans where status is 'approved' and year is 1997
    approved_1997 = loan[(loan['status'] == 'approved') & (loan['date'].dt.year == 1997)]
    
    # Merge with account data to get district_id
    merged_data = pd.merge(approved_1997, account, on='account_id')
    
    # Sort by amount and select the first row per account_id
    result = merged_data.sort_values(by='amount').groupby('account_id').head(1).reset_index(drop=True)
    
    return result[['account_id', 'district_id']]
```"
