question_id,question,hop_diameter,repeat_idx,qwen_response,final_label,has_disp,hop_diameter_g,error_type
92,List out the no. of districts that have female average salary is more than 6000 but less than 10000?,1,2,"```python
import pandas as pd

def count_districts_with_female_salary_range(df_client, df_loan):
    # Merge client and loan dataframes on 'client_id' to get loan information per client
    merged_df = pd.merge(df_client, df_loan, on='client_id', how='left')
    
    # Filter the merged dataframe to include only female clients
    female_clients = merged_df[merged_df['gender'] == 'F']
    
    # Calculate the average salary per district for female clients
    avg_salary_per_district = female_clients.groupby('district_id')['amount'].mean()
    
    # Filter districts where the average salary is between 6000 and 10000
    filtered_districts = avg_salary_per_district[(avg_salary_per_district > 6000) & (avg_salary_per_district < 10000)]
    
    # Return the number of such districts
    return len(filtered_districts)

# Example usage
# Assuming df_client and df_loan are your DataFrames
# result = count_districts_with_female_salary_range(df_client, df_loan)
# print(result)
```",FA,False,1,overt
92,List out the no. of districts that have female average salary is more than 6000 but less than 10000?,1,3,"```python
import pandas as pd

def count_districts_with_female_salary_range():
    # Calculate the average salary for each district and filter for females
    avg_salary_by_district = client.groupby('district_id').agg({'birth_date': lambda x: (pd.to_datetime('now') - pd.to_datetime(x)).days // 365})
    avg_salary_by_district = avg_salary_by_district[(avg_salary_by_district['birth_date'] >= 6000) & (avg_salary_by_district['birth_date'] < 10000)]
    
    # Get the distinct districts that meet the criteria
    districts_meeting_criteria = avg_salary_by_district.index
    
    return len(districts_meeting_criteria)

# Example usage
result = count_districts_with_female_salary_range()
print(result)
```",FA,False,1,overt
92,List out the no. of districts that have female average salary is more than 6000 but less than 10000?,1,4,"```python
import pandas as pd

def count_districts_with_female_salary_range(df_client, df_loan):
    # Filter clients who are female and calculate their average loan amount
    female_clients = df_client[df_client['gender'] == 'F']
    female_loans = pd.merge(female_clients, df_loan, on='client_id')
    avg_salary_by_district = female_loans.groupby('district_id')['amount'].mean().reset_index()
    
    # Filter districts based on the specified salary range
    filtered_districts = avg_salary_by_district[(avg_salary_by_district['amount'] > 6000) & (avg_salary_by_district['amount'] < 10000)]
    
    return len(filtered_districts)
```",FA,False,1,overt
93,How many male customers who are living in North Bohemia have average salary greater than 8000?,1,0,"```python
import pandas as pd

def calculate_average_salary():
    # Join client and district tables to get district information for each client
    client_district = pd.merge(client, district, left_on='district_id', right_on='district_id')
    
    # Filter clients based on gender and district (North Bohemia)
    filtered_clients = client_district[(client_district['gender'] == 'M') & 
                                    (client_district['A2'] == 'Plzen') &
                                    (client_district['A3'] == 'Plzenske') &
                                    (client_district['A4'] == 'Svaty Jan')]
    
    # Calculate average salary for the filtered clients
    average_salary = filtered_clients['amount'].mean()
    
    return average_salary if average_salary > 8000 else None
```",FA,False,1,overt
93,How many male customers who are living in North Bohemia have average salary greater than 8000?,1,1,"```python
import pandas as pd

def calculate_average_salary():
    # Join client and district tables to get district information for each client
    client_district = pd.merge(client, district, on='district_id')
    
    # Filter clients from North Bohemia
    north_bohemia_clients = client_district[client_district['A1'] == 'North Bohemia']
    
    # Calculate average salary for male clients from North Bohemia
    average_salary = north_bohemia_clients[north_bohemia_clients['gender'] == 'M']['salary'].mean()
    
    return average_salary if average_salary > 8000 else None
```

This function first joins the `client` and `district` tables to include district information for each client. It then filters the clients who live in North Bohemia. Finally, it calculates the average salary of these male clients and checks if it is greater than 8000. If so, it returns the average salary; otherwise, it returns `None`.",FA,False,1,overt
93,How many male customers who are living in North Bohemia have average salary greater than 8000?,1,2,"```python
import pandas as pd

def calculate_average_salary():
    # Filter clients who are male and from North Bohemia
    north_bohemia_clients = client[(client['gender'] == 'M') & (client['district_id'].isin(north_bohemia_districts))]
    
    # Calculate total income for each client
    total_income = order[order['k_symbol'].isin(['NAR', 'POJISTENI'])]['amount'].groupby(order['account_id']).sum()
    
    # Merge total income with client data to get the average salary per client
    client_income = pd.merge(north_bohemia_clients, total_income, left_on='account_id', right_index=True)
    client_income['average_salary'] = client_income['amount'] / client_income['payments']
    
    # Filter clients with average salary greater than 8000
    high_salary_customers = client_income[client_income['average_salary'] > 8000]
    
    return len(high_salary_customers)

# Example usage
north_bohemia_districts = [1, 2, 3]  # Replace with actual districts for North Bohemia
result = calculate_average_salary()
print(result)
```",FA,False,1,overt
93,How many male customers who are living in North Bohemia have average salary greater than 8000?,1,3,"```python
import pandas as pd

def calculate_average_salary():
    # Assuming 'client' DataFrame has columns 'gender', 'birth_date', and 'district_id'
    # Assuming 'district' DataFrame has column 'A1' which indicates the region (North Bohemia if A1 == 'N')
    
    # Filter clients who are male and live in North Bohemia
    north_bohemia_male_clients = client[(client['gender'] == 'M') & (client['district_id'].isin(district[district['A1'] == 'N']['district_id']))]
    
    # Calculate average salary of these clients
    average_salary = north_bohemia_male_clients['salary'].mean()
    
    return average_salary
```

Note: The solution assumes that there is a 'salary' column in the 'client' DataFrame or another source of salary data that is not explicitly mentioned in the schema provided. If such a column does not exist, additional steps would be needed to compute or obtain salary information.",FA,False,1,overt
94,"List out the account numbers of female clients who are oldest and has lowest average salary, calculate the gap between this lowest average salary with the highest average salary?",3,0,"```python
import pandas as pd

def calculate_salary_gap(account, client):
    # Filter female clients
    female_clients = client[client['gender'] == 'F']
    
    # Join client and account to get account details for female clients
    female_accounts = pd.merge(female_clients, account, on='district_id')
    
    # Group by account_id and calculate the average salary (assuming 'amount' in 'order' is salary)
    avg_salary = female_accounts.groupby('account_id')['amount'].mean()
    
    # Find the account with the lowest average salary
    min_avg_salary_account = avg_salary.idxmin()
    min_avg_salary = avg_salary.min()
    
    # Find the account with the highest average salary
    max_avg_salary_account = avg_salary.idxmax()
    max_avg_salary = avg_salary.max()
    
    # Calculate the gap between the highest and lowest average salary
    salary_gap = max_avg_salary - min_avg_salary
    
    return min_avg_salary_account, max_avg_salary_account, salary_gap
```

This function first filters the female clients from the `client` DataFrame. It then joins this filtered data with the `account` DataFrame to get the account details for these female clients. The average salary is calculated for each account by grouping the data by `account_id`. The function identifies the accounts with the lowest and highest average salaries and calculates the gap between these two values. Finally, it returns the account IDs with the lowest and highest average salaries along with the gap.",FA,True,3,overt
94,"List out the account numbers of female clients who are oldest and has lowest average salary, calculate the gap between this lowest average salary with the highest average salary?",3,1,"```python
import pandas as pd

def calculate_salary_gap(df_client, df_loan):
    # Filter female clients
    female_clients = df_client[df_client['gender'] == 'F']
    
    # Calculate average salary per client
    avg_salary_per_client = df_loan.groupby('client_id')['amount'].mean().reset_index()
    
    # Merge female clients with their average salaries
    merged_df = pd.merge(female_clients, avg_salary_per_client, on='client_id')
    
    # Sort by age (assuming current year is 2023) and then by average salary
    sorted_df = merged_df.sort_values(by=['birth_date', 'amount']).head(1)
    
    # Find the highest and lowest average salary
    highest_avg_salary = sorted_df['amount'].max()
    lowest_avg_salary = sorted_df['amount'].min()
    
    # Calculate the gap
    salary_gap = highest_avg_salary - lowest_avg_salary
    
    return sorted_df['account_id'].iloc[0], salary_gap
```",FA,True,3,overt
94,"List out the account numbers of female clients who are oldest and has lowest average salary, calculate the gap between this lowest average salary with the highest average salary?",3,2,"```python
import pandas as pd

def calculate_salary_gap():
    # Calculate the average salary for each client
    avg_salary = loan.merge(client, on='account_id', how='left').groupby('client_id')['amount'].mean().reset_index()
    
    # Filter for female clients
    female_clients = avg_salary[avg_salary['gender'] == 'F']
    
    # Find the minimum and maximum average salaries among female clients
    min_avg_salary = female_clients['amount'].min()
    max_avg_salary = female_clients['amount'].max()
    
    # Calculate the gap
    salary_gap = max_avg_salary - min_avg_salary
    
    return salary_gap
```",FA,True,3,overt
94,"List out the account numbers of female clients who are oldest and has lowest average salary, calculate the gap between this lowest average salary with the highest average salary?",3,3,"```python
import pandas as pd

def get_lowest_and_highest_salary_gap():
    # Join necessary tables to get client information and their associated accounts
    merged_df = pd.merge(client, disp, on='client_id')
    merged_df = pd.merge(merged_df, account, on='account_id')
    
    # Filter for female clients
    female_clients = merged_df[merged_df['gender'] == 'F']
    
    # Calculate the average salary for each client
    avg_salary_per_client = female_clients.groupby('client_id')['amount'].mean().reset_index()
    
    # Find the minimum and maximum average salaries
    min_avg_salary = avg_salary_per_client['amount'].min()
    max_avg_salary = avg_salary_per_client['amount'].max()
    
    # Calculate the gap
    salary_gap = max_avg_salary - min_avg_salary
    
    return salary_gap
```",FA,True,3,overt
94,"List out the account numbers of female clients who are oldest and has lowest average salary, calculate the gap between this lowest average salary with the highest average salary?",3,4,"```python
import pandas as pd

def calculate_salary_gap(df_client, df_loan):
    # Merge client and loan dataframes on client_id to get loan information per client
    merged_df = pd.merge(df_client, df_loan, on='client_id')
    
    # Filter for female clients
    female_clients = merged_df[merged_df['gender'] == 'F']
    
    # Calculate the average salary per client
    avg_salary_per_client = female_clients.groupby('client_id')['amount'].mean().reset_index()
    
    # Find the minimum and maximum average salaries
    min_avg_salary = avg_salary_per_client['amount'].min()
    max_avg_salary = avg_salary_per_client['amount'].max()
    
    # Calculate the gap between the highest and lowest average salaries
    salary_gap = max_avg_salary - min_avg_salary
    
    return salary_gap
```

This function merges the `df_client` and `df_loan` DataFrames based on `client_id`, filters for female clients, calculates the average loan amount (salary) per female client, finds the minimum and maximum average salaries, and then calculates the gap between these two values. The result is returned as the output of the function.",FA,True,3,overt
95,List out the account numbers of clients who are youngest and have highest average salary?,3,0,"```python
import pandas as pd

def youngest_highest_salary_accounts(client, loan):
    # Calculate the age of each client based on their birth_date
    client['age'] = (pd.to_datetime('now') - pd.to_datetime(client['birth_date'])).days // 365
    
    # Group by client_id and calculate the average salary for each client
    avg_salary = client.groupby('client_id')['salary'].mean().reset_index()
    
    # Merge the average salary with the client data to get the age of each client's average salary
    client_avg_salary = pd.merge(avg_salary, client, on='client_id')
    
    # Sort the clients by age in ascending order and then by average salary in descending order
    sorted_clients = client_avg_salary.sort_values(by=['age', 'salary'], ascending=[True, False])
    
    # Get the account numbers of the youngest client with the highest average salary
    result = sorted_clients.head(1)['account_id']
    
    return result
```",FA,True,3,overt
95,List out the account numbers of clients who are youngest and have highest average salary?,3,1,"```python
import pandas as pd

def get_youngest_highest_salary_accounts():
    # Calculate age from birth_date
    clients['age'] = (pd.to_datetime('now') - pd.to_datetime(clients['birth_date'], format='%Y-%m-%d')).dt.days // 365
    
    # Group by client_id and calculate average salary
    avg_salary = clients.groupby('client_id')['salary'].mean().reset_index()
    
    # Merge clients with average salary
    merged_clients = pd.merge(clients, avg_salary, on='client_id')
    
    # Sort by age in ascending order and then by average salary in descending order
    sorted_clients = merged_clients.sort_values(by=['age', 'salary'], ascending=[True, False])
    
    # Get the top 1 account number of the youngest client with the highest average salary
    result = sorted_clients.iloc[0]['account_id']
    
    return result
```",FA,True,3,overt
95,List out the account numbers of clients who are youngest and have highest average salary?,3,2,"```python
import pandas as pd

def youngest_highest_salary_accounts(account, client):
    # Calculate age of each client
    client['age'] = (pd.to_datetime('now') - pd.to_datetime(client['birth_date'])).days // 365
    
    # Group by client and calculate average salary
    avg_salary = account.merge(client, on='client_id').groupby('client_id')['amount'].mean().reset_index()
    
    # Find the youngest client
    youngest_client = avg_salary.loc[avg_salary['amount'].idxmax(), 'client_id']
    
    # Get accounts of the youngest client
    youngest_accounts = account[account['client_id'] == youngest_client]['account_id']
    
    return youngest_accounts.tolist()
```",FA,True,3,overt
95,List out the account numbers of clients who are youngest and have highest average salary?,3,3,"```python
import pandas as pd

def youngest_highest_salary_accounts(clients_df, loan_df):
    # Calculate the age of each client
    clients_df['age'] = (pd.to_datetime('now') - pd.to_datetime(clients_df['birth_date'])).astype('<m8[Y]')
    
    # Group by client_id and calculate the average salary based on loan amounts
    avg_salary_per_client = loan_df.groupby('account_id')['amount'].mean().reset_index()
    
    # Merge the clients DataFrame with the average salary per client
    merged_df = pd.merge(clients_df, avg_salary_per_client, left_on='account_id', right_on='account_id')
    
    # Sort by age in ascending order and then by average salary in descending order
    sorted_df = merged_df.sort_values(by=['age', 'amount'], ascending=[True, False])
    
    # Get the top 1 account number with the youngest age and highest average salary
    result = sorted_df.iloc[0]['account_id']
    
    return result
```",FA,True,3,overt
95,List out the account numbers of clients who are youngest and have highest average salary?,3,4,"```python
import pandas as pd

def get_youngest_highest_salary_accounts(clients_df, accounts_df):
    # Calculate age from birth_date
    clients_df['age'] = (pd.to_datetime('now') - pd.to_datetime(clients_df['birth_date'])).dt.days // 365
    
    # Group by client_id and calculate average salary
    avg_salary = clients_df.groupby('client_id')['age'].transform('mean')
    
    # Find the minimum age and corresponding client_ids
    min_age = clients_df['age'].min()
    young_clients = clients_df[clients_df['age'] == min_age]['client_id']
    
    # Get the account numbers of these young clients
    young_account_numbers = accounts_df.loc[accounts_df['client_id'].isin(young_clients), 'account_id']
    
    return young_account_numbers
```

This function first calculates the age of each client based on their birth_date. It then groups the data by client_id and calculates the average age for each group. The function identifies the minimum age and filters the clients who are of this age. Finally, it retrieves the account numbers associated with these young clients.",FA,True,3,overt
96,How many customers who choose statement of weekly issuance are Owner?,1,0,"```python
import pandas as pd

def count_owner_customers():
    # Merge necessary tables to get the required information
    merged_df = pd.merge(
        client,
        disp,
        on='client_id'
    ).merge(
        account,
        on='account_id'
    ).merge(
        card,
        on='card_id'
    )
    
    # Filter the DataFrame based on the conditions
    filtered_df = merged_df[
        (merged_df['type'] == 'Owner') & 
        (merged_df['issued'] == 'weekly')
    ]
    
    # Count the number of unique customers
    customer_count = len(filtered_df['client_id'].unique())
    
    return customer_count
```",FA,True,1,overt
96,How many customers who choose statement of weekly issuance are Owner?,1,1,"```python
import pandas as pd

def count_owner_customers():
    # Join the necessary tables to get the required information
    merged_data = pd.merge(account, disp, on='account_id')
    owner_customers = merged_data[(merged_data['type'] == 'OWNER') & (merged_data['issued'] == 'W')]
    
    # Count the number of unique customers
    customer_count = len(owner_customers['client_id'].unique())
    
    return customer_count
```",FA,True,1,overt
96,How many customers who choose statement of weekly issuance are Owner?,1,2,"```python
import pandas as pd

def count_owner_customers():
    # Merge account and disp tables to get the type of each account
    merged_df = pd.merge(account, disp, on='account_id')
    
    # Filter rows where the type is 'Owner' and the frequency is 7 (weekly issuance)
    owner_weekly_accounts = merged_df[(merged_df['type'] == 'OWNER') & (merged_df['frequency'] == 7)]
    
    # Get unique client IDs from the filtered accounts
    unique_client_ids = owner_weekly_accounts['client_id'].unique()
    
    return len(unique_client_ids)

# Call the function and print the result
print(count_owner_customers())
```",semantic,True,1,covert
96,How many customers who choose statement of weekly issuance are Owner?,1,3,"```python
import pandas as pd

def count_owner_customers():
    # Join the necessary tables to get the required information
    result = pd.merge(
        account[['account_id', 'district_id', 'frequency']],
        disp[['disp_id', 'client_id', 'account_id', 'type']],
        on='account_id'
    ).merge(
        client[['client_id', 'gender', 'birth_date', 'district_id']],
        on='client_id'
    )

    # Filter the results based on the conditions
    owner_customers = result[(result['type'] == 'OWNER') & (result['frequency'] == 'weekly issuance')]

    # Count the number of unique owners
    return len(owner_customers)

# Call the function and print the result
print(count_owner_customers())
```",semantic,True,1,covert
96,How many customers who choose statement of weekly issuance are Owner?,1,4,"```python
import pandas as pd

def count_owner_customers():
    # Join disp and client tables to get the customer type
    joined_df = pd.merge(disp, client, on='client_id')
    
    # Filter rows where the type is 'OWNER' and the frequency is 'weekly'
    filtered_df = joined_df[(joined_df['type'] == 'OWNER') & (joined_df['frequency'] == 'weekly')]
    
    # Count the number of unique client IDs
    owner_customer_count = len(filtered_df['client_id'].unique())
    
    return owner_customer_count
```",FA,True,1,overt
97,List out the id number of client who choose statement of issuance after transaction are Disponent?,1,0,"```python
import pandas as pd

def get_client_ids_after_transaction():
    # Joining the necessary tables to find clients who have chosen statements of issuance after transactions
    result = pd.merge(
        left=pd.merge(left=trans[trans['type'] == 'V'], right=disp[disp['type'] == 'Disponibilní'], on='account_id'),
        right=client,
        on='client_id'
    )
    return result[['client_id']].drop_duplicates()
```",semantic,True,1,covert
97,List out the id number of client who choose statement of issuance after transaction are Disponent?,1,1,"```python
import pandas as pd

def get_clients_with_statement_of_issuance_after_transaction():
    # Join the necessary tables to get the required information
    merged_df = pd.merge(loan, disp, on='account_id')
    merged_df = pd.merge(merged_df, client, on='client_id')
    merged_df = pd.merge(merged_df, trans, on='account_id')
    
    # Filter the transactions where the type is 'ST' (statement of issuance)
    statement_transactions = merged_df[merged_df['type'] == 'ST']
    
    # Get the unique clients who have such transactions
    client_ids_with_statement = statement_transactions['client_id'].unique()
    
    return client_ids_with_statement
```",FA,True,1,overt
97,List out the id number of client who choose statement of issuance after transaction are Disponent?,1,2,"```python
import pandas as pd

def get_client_ids_after_transaction():
    # Join the necessary tables to find clients who have transactions and statements of issuance
    joined_data = pd.merge(
        loan,
        disp,
        on='account_id'
    ).merge(
        card,
        on='disp_id'
    ).merge(
        client,
        on='client_id'
    ).merge(
        trans,
        on='account_id'
    )

    # Filter the data to include only those with 'statement of issuance' operations
    filtered_data = joined_data[joined_data['operation'] == 'statement of issuance']

    # Get unique client ids from the filtered data
    client_ids = filtered_data['client_id'].unique()

    return client_ids
```",semantic,True,1,covert
97,List out the id number of client who choose statement of issuance after transaction are Disponent?,1,3,"```python
import pandas as pd

def get_clients_who_choose_statement_of_issuance_after_transaction():
    # Join the necessary tables to find clients who have chosen statement of issuance after transactions
    result = pd.merge(
        loan[loan['status'] == 'Disponováno'],
        trans,
        left_on='account_id',
        right_on='account_id'
    )
    
    # Filter transactions where the type is 'Vydání' (Issuance) and the operation is 'Státní příkaz' (State command)
    result = result[(result['type'] == 'Vydání') & (result['operation'] == 'Státní příkaz')]
    
    # Get unique client IDs from the filtered results
    client_ids = result['client_id'].unique()
    
    return client_ids
```",FA,True,1,overt
97,List out the id number of client who choose statement of issuance after transaction are Disponent?,1,4,"```python
import pandas as pd

def get_clients_who_choose_statement_of_issuance_after_transaction_are_disponent():
    # Joining necessary tables to find clients who have transactions and loans
    joined_data = pd.merge(
        loan,
        account,
        on='account_id',
        how='inner'
    ).merge(
        disp,
        on='account_id',
        how='inner'
    ).merge(
        client,
        on='client_id',
        how='inner'
    )

    # Filtering data where the type is 'Disponent' in the disp table
    disponent_transactions = joined_data[joined_data['type'] == 'Disponent']

    # Getting unique client IDs from the filtered data
    client_ids = disponent_transactions['client_id'].unique()

    return client_ids
```

This function first joins the `loan`, `account`, `disp`, and `client` tables based on their respective keys to create a comprehensive DataFrame containing information about each loan and its associated client and account details. It then filters this DataFrame to include only those rows where the `type` column in the `disp` table indicates a 'Disponent'. Finally, it extracts and returns the unique `client_id`s from these filtered rows.",semantic,True,1,covert
98,"Among the accounts who have approved loan date in 1997, list out the accounts that have the lowest approved amount and choose weekly issuance statement.",1,0,"```python
import pandas as pd

def find_lowest_loan_amount_accounts():
    # Filter loans approved in 1997
    approved_loans = loan[(loan['date'].dt.year == 1997) & (loan['status'] == 'APPROVED')]
    
    # Find the minimum approved amount
    min_amount = approved_loans['amount'].min()
    
    # Get accounts with the minimum approved amount
    low_amount_accounts = approved_loans[approved_loans['amount'] == min_amount]['account_id']
    
    # Join with account to get district information
    low_amount_accounts_with_district = low_amount_accounts.join(account.set_index('account_id'), on='account_id')
    
    # Join with district to get additional attributes
    result = low_amount_accounts_with_district.join(district.set_index('district_id'), on='district_id')
    
    return result
```

This function first filters the `loan` DataFrame to include only those records where the loan was approved in 1997. It then finds the minimum approved amount among these records. Next, it retrieves the account IDs associated with this minimum amount. The function joins these account IDs with the `account` DataFrame to get district information and then further joins with the `district` DataFrame to obtain additional attributes for each account. Finally, it returns the resulting DataFrame containing the desired features.",FA,False,1,overt
98,"Among the accounts who have approved loan date in 1997, list out the accounts that have the lowest approved amount and choose weekly issuance statement.",1,1,"```python
import pandas as pd

def get_lowest_loan_amount_accounts():
    # Filter accounts with approved loans in 1997
    approved_loans = loan[(loan['date'].dt.year == 1997) & (loan['status'] == 'approved')]
    
    # Get the minimum loan amount among these accounts
    min_loan_amount = approved_loans['amount'].min()
    
    # Filter accounts with the minimum loan amount
    accounts_with_min_loan = approved_loans[approved_loans['amount'] == min_loan_amount]['account_id']
    
    # Join with the card table to get the weekly issuance statement
    result = accounts_with_min_loan.join(card.set_index('card_id'), on='account_id', how='left')
    
    return result[['account_id', 'disp_id', 'type', 'issued']]
```",FA,False,1,overt
