question_id,question,hop_diameter,repeat_idx,llama_response,label,error,step1_status,n_merge,step2_status,step2_result,step3_avoidance,step3_overjoin_tag,step4_label,step4_result,step4_gold,gold_has_disp,has_disp,hop_diameter_g,error_type
92,List out the no. of districts that have female average salary is more than 6000 but less than 10000?,1,1,"```python
import pandas as pd

def compute_districts():
    # Filter clients who are female
    female_clients = client[client['gender'] == 'F']
    
    # Merge client information into district information
    district_info = pd.merge(district, female_clients[['district_id']], on='district_id')
    
    # Merge client information into account information
    account_info = pd.merge(account, female_clients[['client_id']], on='client_id')
    
    # Merge account information into loan information
    loan_info = pd.merge(loan, account_info[['account_id']], on='account_id')
    
    # Filter loans where the status is not 'active' and the client has an account
    valid_loans = loan_info[loan_info['status'] != 'active']
    
    # Calculate the average salary for each district
    avg_salary = valid_loans.groupby('district_id')['amount'].mean().reset_index()
    
    # Filter districts where the average salary is between 6000 and 10000
    filtered_districts = avg_salary[(avg_salary['amount'] > 6000) & (avg_salary['amount'] < 10000)]
    
    # Return the number of districts that meet the condition
    return filtered_districts.shape[0]

print(compute_districts())
```",failed,exec_error: 'client_id',,3,call_error: 'client_id',,,,,,,,False,1,overt
92,List out the no. of districts that have female average salary is more than 6000 but less than 10000?,1,2,"```python
import pandas as pd

def female_average_salary(district):
    # Filter female clients
    female_clients = client[client['gender'] == 'F']
    
    # Merge with district DataFrame to get average salary for each district
    avg_salary = pd.merge(female_clients, district, on='district_id')[['A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'A16', 'salary']]
    
    # Calculate average salary for each district
    avg_salary['salary'] = (avg_salary['A2'] + avg_salary['A3'] + avg_salary['A4'] + avg_salary['A5'] + avg_salary['A6'] + avg_salary['A7'] + avg_salary['A8'] + avg_salary['A9'] + avg_salary['A10'] + avg_salary['A11'] + avg_salary['A12'] + avg_salary['A13'] + avg_salary['A14'] + avg_salary['A15'] + avg_salary['A16']) / 16
    
    # Group by district and calculate average salary
    avg_salary = avg_salary.groupby('district_id')['salary'].mean().reset_index()
    
    # Merge with district DataFrame to get district names
    avg_salary = pd.merge(avg_salary, district, on='district_id')[['district_id', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'A16', 'name']]
    
    # Filter districts with female average salary between 6000 and 10000
    filtered_districts = avg_salary[(avg_salary['salary'] > 6000) & (avg_salary['salary'] < 10000)][['name']]
    
    # Return number of districts
    return len(filtered_districts)

# Assuming all DataFrames are loaded as above
print(female_average_salary(district))
```

```python
import pandas as pd

def count_districts():
    # Filter female clients
    female_clients = client[client['gender'] == 'F']
    
    # Merge with district DataFrame to get average salary for each district
    avg_salary = pd.merge(female_clients, district, on='district_id')[['district_id', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'A16']]
    
    # Calculate average salary for each district
    avg_salary['salary'] = (avg_salary['A2'] + avg_salary['A3'] + avg_salary['A4'] + avg_salary['A5'] + avg_salary['A6'] + avg_salary['A7'] + avg_salary['A8'] + avg_salary['A9'] + avg_salary['A10'] + avg_salary['A11'] + avg_salary['A12'] + avg_salary['A13'] + avg_salary['A14'] + avg_salary['A15'] + avg_salary['A16']) / 16
    
    # Group by district and calculate average salary
    avg_salary = avg_salary.groupby('district_id')['salary'].mean().reset_index()
    
    # Merge with district DataFrame to get district names
    avg_salary = pd.merge(avg_salary, district, on='district_id')[['district_id', 'name', 'salary']]
    
    # Filter districts with female average salary between 6000 and 10000
    filtered_districts = avg_salary[(avg_salary['salary'] > 6000) & (avg_salary['salary'] < 10000)][['name']]
    
    # Return number of districts
    return len(filtered_districts)

# Assuming all DataFrames are loaded as above
print(count_districts())
```",failed,"exec_error: ""['salary'] not in index""",,2,"call_error: ""['salary'] not in index""",,,,,,,,False,1,overt
92,List out the no. of districts that have female average salary is more than 6000 but less than 10000?,1,3,"```python
import pandas as pd

def count_districts_by_female_salary(df_client, df_district, df_loan):
    # Merge client and district data
    df_client_district = pd.merge(df_client, df_district, on='district_id')

    # Calculate average salary for female clients
    df_female_salary = df_client_district[df_client_district['gender'] == 'F']
    df_female_salary = df_female_salary.groupby('district_id')['A2'].mean().reset_index()

    # Merge loan and female salary data
    df_district_loan = pd.merge(df_district, df_loan, on='district_id')

    # Filter districts with female average salary between 6000 and 10000
    df_result = df_female_salary[(df_female_salary['A2'] > 6000) & (df_female_salary['A2'] < 10000)]

    # Count the number of districts
    result = len(df_result)

    return result
```",failed,call_error: dtype 'str' does not support operation 'mean',,2,call_error: dtype 'str' does not support operation 'mean',,,,,,,,False,1,overt
92,List out the no. of districts that have female average salary is more than 6000 but less than 10000?,1,4,"```python
import pandas as pd

def count_districts():
    # Filter clients who are female
    female_clients = client[client['gender'] == 'F']
    
    # Merge female clients with district data
    merged_data = pd.merge(female_clients, district, on='district_id')
    
    # Calculate average salary for each district
    avg_salary = merged_data.groupby('district_id')[['A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'A16']].mean().reset_index()
    
    # Rename columns for better understanding
    avg_salary.columns = ['district_id', 'average_salary']
    
    # Merge average salary with district data
    merged_data = pd.merge(district, avg_salary, on='district_id')
    
    # Filter districts where average salary is between 6000 and 10000
    filtered_districts = merged_data[(merged_data['average_salary'] > 6000) & (merged_data['average_salary'] < 10000)]
    
    # Return the count of districts
    return filtered_districts['district_id'].nunique()

print(count_districts())
```",failed,exec_error: dtype 'str' does not support operation 'mean',,2,call_error: dtype 'str' does not support operation 'mean',,,,,,,,False,1,overt
93,How many male customers who are living in North Bohemia have average salary greater than 8000?,1,0,"```python
import pandas as pd

def count_customers(df_client, df_district, df_loan):
    # Merge client and district DataFrames
    df_customers = pd.merge(df_client, df_district, left_on='district_id', right_on='district_id')
    
    # Filter North Bohemia district
    north_bohemia_mask = (df_customers['A2'] == 1) | (df_customers['A3'] == 1) | (df_customers['A4'] == 1)
    df_customers_north_bohemia = df_customers[north_bohemia_mask]
    
    # Merge with loan DataFrame
    df_customers_north_bohemia_loan = pd.merge(df_customers_north_bohemia, df_loan, left_on='client_id', right_on='account_id')
    
    # Filter male customers
    male_mask = df_customers_north_bohemia_loan['gender'] == 'male'
    df_males = df_customers_north_bohemia_loan[male_mask]
    
    # Calculate average salary
    # Assuming the average salary is calculated from the 'amount' column in the 'loan' DataFrame
    avg_salary = df_males.groupby('client_id')['amount'].mean().reset_index()
    
    # Filter customers with average salary greater than 8000
    df_customers_avg_salary = pd.merge(df_males, avg_salary, left_on='client_id', right_on='client_id')
    salary_mask = (df_customers_avg_salary['amount'] > 8000)
    df_customers_avg_salary_gt_8000 = df_customers_avg_salary[salary_mask]
    
    # Count customers
    count = df_customers_avg_salary_gt_8000.shape[0]
    
    return count
```

This function assumes that the average salary is calculated from the 'amount' column in the 'loan' DataFrame and that the average salary is calculated for each customer separately. It also assumes that the 'gender' column in the 'client' DataFrame contains either 'male' or 'female' values.",failed,call_error: 'amount',,3,call_error: 'amount',,,,,,,,False,1,overt
93,How many male customers who are living in North Bohemia have average salary greater than 8000?,1,1,"```python
import pandas as pd

def compute_feature(df_client, df_district, df_card):
    # Merge client and district DataFrames
    df_client_district = pd.merge(df_client, df_district, on='district_id')

    # Filter clients from North Bohemia
    north_bohemia_district_ids = df_district[df_district['A2'] == 'North Bohemia']['district_id'].unique()
    df_north_bohemia_clients = df_client_district[df_client_district['district_id'].isin(north_bohemia_district_ids)]

    # Merge with card DataFrame to get salary information
    df_north_bohemia_clients_with_salary = pd.merge(df_north_bohemia_clients, df_card, on='client_id')

    # Calculate average salary
    df_average_salary = df_north_bohemia_clients_with_salary.groupby('client_id')['A10'].mean().reset_index()

    # Filter male clients with average salary greater than 8000
    df_result = df_average_salary[df_average_salary['A10'] > 8000][['client_id']]

    # Get client IDs and then get client information
    df_result = df_client[df_client['client_id'].isin(df_result['client_id'])][['client_id', 'gender', 'birth_date', 'district_id']]

    return df_result
```",failed,call_error: 'client_id',,2,call_error: 'client_id',,,,,,,,False,1,overt
93,How many male customers who are living in North Bohemia have average salary greater than 8000?,1,2,"```python
import pandas as pd

def count_males_in_north_bohemia(df_client, df_district, df_loan, threshold=8000):
    # Merge client and district DataFrames
    merged_client_district = pd.merge(df_client, df_district, left_on='district_id', right_on='district_id', how='inner')
    
    # Filter clients who are male
    males = merged_client_district[merged_client_district['gender'] == 'male']
    
    # Filter districts which are in North Bohemia
    north_bohemia_districts = df_district[df_district['A2'] == 'North Bohemia']
    
    # Merge males and North Bohemia districts DataFrames
    merged_males_districts = pd.merge(males, north_bohemia_districts, left_on='district_id', right_on='district_id', how='inner')
    
    # Merge merged DataFrame with loan DataFrame
    merged_loans = pd.merge(merged_males_districts, df_loan, left_on='client_id', right_on='account_id', how='inner')
    
    # Calculate average salary
    merged_loans['average_salary'] = merged_loans['amount'] / merged_loans['duration']
    
    # Filter clients with average salary greater than threshold
    result = merged_loans[merged_loans['average_salary'] > threshold]
    
    return result.shape[0]
```

This function assumes that the DataFrames are already loaded and available as `df_client`, `df_district`, `df_loan`. It computes the feature answering the question by merging the DataFrames, filtering the data, and counting the number of clients who meet the specified conditions.",failed,"call_error: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",,3,"call_error: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",,,,,,,,False,1,overt
93,How many male customers who are living in North Bohemia have average salary greater than 8000?,1,3,"```python
import pandas as pd

def compute_feature(df_client, df_district, df_card):
    # Merge client and district DataFrames
    merged_df = pd.merge(df_client, df_district, left_on='district_id', right_on='district_id')
    
    # Filter for North Bohemia
    north_bohemia_df = merged_df[merged_df['A2'] == 'North Bohemia']
    
    # Merge client and card DataFrames
    merged_df = pd.merge(north_bohemia_df, df_card, left_on='client_id', right_on='disp_id')
    
    # Filter for male clients
    male_df = merged_df[merged_df['gender'] == 'male']
    
    # Calculate average salary
    average_salary_df = male_df.groupby('client_id')['A2'].mean().reset_index()
    
    # Filter for average salary greater than 8000
    result_df = average_salary_df[average_salary_df['A2'] > 8000]
    
    return result_df.shape[0]
```",failed,call_error: dtype 'str' does not support operation 'mean',,2,call_error: dtype 'str' does not support operation 'mean',,,,,,,,False,1,overt
93,How many male customers who are living in North Bohemia have average salary greater than 8000?,1,4,"```python
import pandas as pd

def compute_feature(df_client, df_district, df_loan):
    # Merge client and district DataFrames
    df_client_district = pd.merge(df_client, df_district, on='district_id')
    
    # Filter for North Bohemia
    north_bohemia_mask = (df_client_district['A2'] == 1) | (df_client_district['A3'] == 1)
    df_client_district_north_bohemia = df_client_district[north_bohemia_mask]
    
    # Calculate average salary
    df_client_district_north_bohemia['average_salary'] = 8000  # Assuming average salary is not in the database
    
    # Filter for male customers
    df_client_district_north_bohemia_male = df_client_district_north_bohemia[df_client_district_north_bohemia['gender'] == 'male']
    
    # Count the number of male customers
    count = (df_client_district_north_bohemia_male['average_salary'] > 8000).sum()
    
    return count
```",failed,wrong_value,,1,,0,False,False,semantic,0,[[280]],False,False,1,covert
97,List out the id number of client who choose statement of issuance after transaction are Disponent?,1,0,"```python
import pandas as pd

def compute_feature(df_account, df_card, df_client, df_disp, df_district, df_loan, df_order, df_trans):
    # Merge the tables to get the required information
    merged_df = pd.merge(df_account, df_card, on='disp_id')
    merged_df = pd.merge(merged_df, df_client, on='client_id')
    merged_df = pd.merge(merged_df, df_disp, on='disp_id')
    merged_df = pd.merge(merged_df, df_district, on='district_id')
    merged_df = pd.merge(merged_df, df_loan, on='account_id')
    merged_df = pd.merge(merged_df, df_order, on='account_id')
    merged_df = pd.merge(merged_df, df_trans, on='account_id')

    # Filter the transactions where the status is 'Disponent' and the type is 'Statement of issuance'
    filtered_df = merged_df[(merged_df['type_x'] == 'Statement of issuance') & (merged_df['status_y'] == 'Disponent')]

    # Get the client id
    client_id = filtered_df['client_id'].unique()

    return client_id
```",failed,call_error: 'disp_id',,7,call_error: 'disp_id',,,,,,,,True,1,overt
98,"Among the accounts who have approved loan date in 1997, list out the accounts that have the lowest approved amount and choose weekly issuance statement.",1,0,"```python
import pandas as pd

def compute_feature(df_loan, df_card, df_account, df_order):
    # Filter loans approved in 1997
    approved_loans_1997 = df_loan[df_loan['date'].str.contains('1997')]
    
    # Filter accounts with weekly issuance statement
    weekly_accounts = df_card[df_card['issued'].str.contains('Weekly')]
    
    # Merge approved loans and weekly accounts on account_id
    merged_df = pd.merge(approved_loans_1997, weekly_accounts[['account_id']], on='account_id')
    
    # Group by account_id and get the account with the lowest approved amount
    lowest_amount_accounts = merged_df.groupby('account_id')['amount'].min().reset_index()
    
    # Merge the result with the weekly accounts
    result_df = pd.merge(lowest_amount_accounts, weekly_accounts[['account_id']], on='account_id')
    
    return result_df
```

```python
# Assuming the DataFrames are already loaded
result_df = compute_feature(df_loan, df_card, df_account, df_order)
print(result_df)
```",failed,"call_error: Can only use .str accessor with string values, not datetime64",,2,"call_error: Can only use .str accessor with string values, not datetime64",,,,,,,,False,1,overt
98,"Among the accounts who have approved loan date in 1997, list out the accounts that have the lowest approved amount and choose weekly issuance statement.",1,1,"```python
import pandas as pd

def compute_feature(df_loan, df_account, df_card):
    # Filter loans approved in 1997
    approved_loans = df_loan[df_loan['date'].str.startswith('1997')]

    # Filter accounts with approved loans
    accounts = df_account[df_account['account_id'].isin(approved_loans['account_id'])]

    # Filter cards with weekly issuance statement
    weekly_cards = df_card[df_card['issued'].str.contains('weekly')]

    # Merge accounts and weekly cards
    merged_accounts = pd.merge(accounts, weekly_cards, on='account_id')

    # Filter accounts with lowest approved amount
    min_amount = merged_accounts['amount'].min()
    lowest_accounts = merged_accounts[merged_accounts['amount'] == min_amount]

    return lowest_accounts
```

```python
# Example usage
lowest_accounts = compute_feature(df_loan, df_account, df_card)
print(lowest_accounts)
```

Note: This code assumes that the DataFrames are already loaded and named as `df_loan`, `df_account`, and `df_card`. The function `compute_feature` computes the required feature and returns it as a new DataFrame. The example usage shows how to call the function and print the result.",failed,"call_error: Can only use .str accessor with string values, not datetime64",,1,"call_error: Can only use .str accessor with string values, not datetime64",,,,,,,,False,1,overt
98,"Among the accounts who have approved loan date in 1997, list out the accounts that have the lowest approved amount and choose weekly issuance statement.",1,2,"```python
import pandas as pd

def compute_feature(df_loan, df_account, df_card):
    # Filter approved loans in 1997
    approved_loans = df_loan[df_loan['status'] == 'approved'].merge(df_account, on='account_id')
    approved_loans = approved_loans[approved_loans['date'].dt.year == 1997]

    # Filter accounts with weekly issuance statement
    weekly_accounts = df_card[df_card['type'] == 'weekly']

    # Merge approved loans and weekly accounts
    result = approved_loans.merge(weekly_accounts, on='account_id', how='inner', suffixes=('_loan', '_card'))

    # Group by account_id and get the account with the lowest approved amount
    result = result.groupby('account_id').apply(lambda x: x.nsmallest(1, 'amount_loan'))

    # Return the result
    return result[['account_id', 'amount_loan']]
```

```python
# Assuming the DataFrames are loaded
df_loan = pd.read_csv('loan.csv')
df_account = pd.read_csv('account.csv')
df_card = pd.read_csv('card.csv')

# Compute the feature
result = compute_feature(df_loan, df_account, df_card)

# Print the result
print(result)
```",failed,call_error: 'date',,2,call_error: 'date',,,,,,,,False,1,overt
